Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria - more detail on methods used to verify NC datasets is needed, and/or the plan did not remove GDE but did label it as “unlikely” based on criteria
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",No,"These criteria include the following:  • Habitats able to access shallow groundwater – According to the GDE rooting depth database2 and University of California Cooperative Extension Master Gardener Program of Lake County, oak trees are considered amongst the most common plants and also the deepest-rooted species in the region, with a maximum root zone of roughly 30 feet. Therefore, NCCAGs where groundwater is within 30 feet of the ground surface were considered capable of accessing shallow groundwater and are designated as potential GDEs, pending the verification of other criteria steps in the process. • Habitats supplied with supplemental water – NCCAGs that are managed habitat 1055 receiving supplemental irrigation supplies, such as irrigated refuges and managed wetlands, are not considered GDEs. • Habitats adjacent to surface water seepage sources – NCCAGs that are adjacent  to—that is, within 50 feet of—irrigated fields, surface water reservoirs, and drainage canals are considered able to access seepage from these features as their primary supply source. This is because horizontal hydraulic conductivity is typically much higher than vertical conductivity. Habitats in proximity of surface water seepage tend to access them more readily than deeper groundwater. As such, they are not considered GDEs. • Population of certain animal classes – If there is a decline in the population of certain animal classes (e.g., fish, amphibians, reptiles, mammals, birds, anthropoids) compared to baseline conditions or there has been loss of an endemic species or species listed as a sensitive, threatened, or endangered species associated with the groundwater conditions, the species are considered as GDEs.",Page 2-91/92 / 2.2.3.1,"GDEs that are adjacent to irrigated fields, reservoirs, and canals were not considered GDEs because of runoff and seepage. It is difficult to tell where the removed GDEs are based on the figures. "
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Yes,"Figure 2-60 shows the observed depth to groundwater in wells in the proximity of the two identified GDEs along Kelsey Creek and above Adobe Creek Reservoir. Spring depth to groundwater around the GDEs along Kelsey Creek are typically about 10 to 20 ft bgs which is consistent with groundwater level shown in Figure 2-23. Summer depth to groundwater can vary across the observed wells, ranging from 25 to 50 feet bgs. This larger variability in the summer may be due to the effects of groundwater extraction during dry periods. However, there are no apparent long-term trends of either declining or increasing groundwater levels, suggesting stable groundwater conditions exist in the vicinity of the Kelsey Creek GDEs between 1985 and 2018. Figure 2-59, which shows a different trend between 1965 and 2019, suggests groundwater declining in the area prior to 1985. The nearest well to the GDEs above Adobe Creek Reservoir is about one-half mile to the east. Spring depth to groundwater in this well is 70 to 90 ft bgs, while summer groundwater depths are typically 100 to 150 ft bgs. Note that because of the long distance to this nearest well, the observed groundwater depths may not be indicative of the conditions around the GDEs location.","Page 2-97 / 2.2.3.2

Figure 2-60","Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

Groundwater data from 1985 to 2019 used"
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",No,,,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? no mention of this
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"It should be noted that the identified GDEs along Kelsey Creek may also benefit from access to surface water (Figure 2-56). Similarly, the GDEs above Adobe Creek Reservoir may also benefit from access to seepage from the reservoir (Figure 2-57). The native oak woodland also seems to be a riparian corridor which is stream-fed. The field investigation confirmed that these GDEs most definitely benefit from proximity to surface water resources. However, lacking detailed investigation, it is difficult to quantify the relative contribution of groundwater and surface water on the health of these GDEs.",Page 2-92-93 / 2.2.3.1,"1. Were data gaps identified? somewhat - vague mention of lacking information in GDE section
2. Were the data gaps identifed in the GDE section?"
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Somewhat,"Therefore, to be consistent with the observations, the wetlands designation is changed to “riparian habitats” that are stream-fed for most of the year. However, because there are uncertainties regarding the level of dependency of these habitats on groundwater sources, these habitats are also considered as potential GDEs.


&& Figure 2-58 shows the updated map of potential GDEs identified in this study for the Big Valley Basin.","Page 2-92 / 2.2.3.1

Page 2-91 / 2.2.3.1 ","1. Is there a map AND description of pGDEs? somewhat - figure 2-58 presents the potential GDEs, which are the GDEs left after the assessment. Yet, sine the plan used critiera like proximity to irrigation fields as a reason to remove GDEs, there are likely other GDEs that should have been included in this final pGDE map."
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"The water use sector accounting centers of the Basin’s water budget include the Agriculture sector (includes semi-agricultural), Public Water Systems sector (urban and urban industrial), Native Vegetation sector (includes open space, riparian vegetation, wetlands), and Self-Supplied sector (includes urban/rural residential, commercial, and industrial).",Page 2-120 / 2.2.4.4,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No; all ET contained in single ET column
GSP gives details on land use by native veg for the historic period, but does not give water use by native veg for any of the budget periods
"
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
"
CC/Other,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"GSP regulations (CCR Title 23 § 354.18[c][3]) require the development of a projected water budget based on at least 50 years of historical data to estimate future changes in water supply, demand, and aquifer condition. The projected water budget of the Big Valley Basin GSP covers a 51-year period from 2020 through 2070 to estimate future demands under three different climate scenarios: baseline scenario (Scenario A), wet-moderate warming climate scenario (Scenario B), and dry-extreme warming climate scenario (Scenario C). Table 2-20 summarizes the conditions evaluated within the future scenarios, extending through 2070. Based on information collected from local plans and stakeholders, all three scenarios assumed that present population and land use practices would not significantly change during the projected period. 
Scenario A is considered the projected baseline scenario because it uses historical hydrologic conditions from 1969 to 2019 to develop future hydrologic conditions from 2020 to 2070. Uncertainty due to climate change was evaluated in accordance with Section 354.18(c)(3) of the GSP regulations and rely on downscaled outputs from global circulation models (GCM) recognized by the California Fourth Climate Change Assessment (Pierce et al., 2018). Selection of climate models used to develop model inputs was informed by discussion and coordination with the DWR and USGS. Based on discussion, it was determined that locally downscaled results from two GCMs are the most suitable for evaluating the anticipated range in future climate in the Big Valley Basin. These include: 
• CNRM-CM5–RCP45 (CNRM). This model was developed by the Centre National de Reserches Meteorologiques (CNRM) and Centre Europeen de Reserches et de Formation Avancee en Calcul Scientifique (CERFACS) which simulates cool and wet future conditions. 
• HadGEM2-ES-RCP85 (HadGEM). This model was developed by the Met Office Hadley Center and simulates warm and dry future conditions. 
These models align with the “Wet and Moderate Warming” (WMW) and “Dry with Extreme Warming” (DEW) model scenarios provided in the climate change guideline document prepared by DWR for developing climate change related inputs for GSP development (DWR, 2018). They are also included in a suite of models developed by the USGS using the BCM, which were readily available for GSP preparation. These models were used to develop future projections of climate (precipitation and potential evapotranspiration) and tributary inflow, and surface water supply.",Page 2-148 / 2.2.4.8,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? Used 2 GCMs (each with a different RCP) to simulate wet and dry scenarios
3. If using DWR climate change factors, do they use 2030, 2070 or both?"
CC/Other,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",Yes,"GSP regulations (CCR Title 23 § 354.18[c][3]) require the development of a projected water budget based on at least 50 years of historical data to estimate future changes in water supply, demand, and aquifer condition. The projected water budget of the Big Valley Basin GSP covers a 51-year period from 2020 through 2070 to estimate future demands under three different climate scenarios: baseline scenario (Scenario A), wet-moderate warming climate scenario (Scenario B), and dry-extreme warming climate scenario (Scenario C). Table 2-20 summarizes the conditions evaluated within the future scenarios, extending through 2070. Based on information collected from local plans and stakeholders, all three scenarios assumed that present population and land use practices would not significantly change during the projected period. 
Scenario A is considered the projected baseline scenario because it uses historical hydrologic conditions from 1969 to 2019 to develop future hydrologic conditions from 2020 to 2070. Uncertainty due to climate change was evaluated in accordance with Section 354.18(c)(3) of the GSP regulations and rely on downscaled outputs from global circulation models (GCM) recognized by the California Fourth Climate Change Assessment (Pierce et al., 2018). Selection of climate models used to develop model inputs was informed by discussion and coordination with the DWR and USGS. Based on discussion, it was determined that locally downscaled results from two GCMs are the most suitable for evaluating the anticipated range in future climate in the Big Valley Basin. These include: 
• CNRM-CM5–RCP45 (CNRM). This model was developed by the Centre National de Reserches Meteorologiques (CNRM) and Centre Europeen de Reserches et de Formation Avancee en Calcul Scientifique (CERFACS) which simulates cool and wet future conditions. 
• HadGEM2-ES-RCP85 (HadGEM). This model was developed by the Met Office Hadley Center and simulates warm and dry future conditions. 
These models align with the “Wet and Moderate Warming” (WMW) and “Dry with Extreme Warming” (DEW) model scenarios provided in the climate change guideline document prepared by DWR for developing climate change related inputs for GSP development (DWR, 2018). They are also included in a suite of models developed by the USGS using the BCM, which were readily available for GSP preparation. These models were used to develop future projections of climate (precipitation and potential evapotranspiration) and tributary inflow, and surface water supply.",Page 2-148 / 2.2.4.8,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry)
2. If other than DWR factors, which combination(s) of RCP and GCM do they use? CNRM-CM5 with RCP 4.5 & HadGEM2-ES with RCP 8.5
3. If other than DWR factors, do they use an ensemble of models or single model run? Two models/RCPs were used"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: Precipitation stated to be adjusted, but no quantitative evidence (tables, figures, etc.)
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Projected precipitation in Scenario B is on average 28 percent greater in comparison to Scenario A (an increase of 20,500 AFY on average). Also, year to year variability of annual precipitation is greater in Scenario B (standard deviations of annual precipitation for Scenario A and Scenario B are 26,700 AFY and 33,100 AFY, respectively). Groundwater uptake in Scenario B is 21 percent greater than that in Scenario A (an increase of 2,800 AFY). In contrast, groundwater pumping is 8 percent less (a decrease of 1,200 AFY). Non-routed delivery, stream diversions, groundwater pumping, and septic recharge over the projected period are consistent between Scenario A and Scenario B. When outflows are considered, runoff, deep percolation and evapotranspiration under Scenario B are on average 32 percent, 24 percent, and 6 percent greater compared Scenario A (increases of 16,600 AFY, 3,700 AFY and 1,900 AFY, respectively). Comparison of Land Surface System water budget results of Scenario A and Scenario B reflects the influence of increased precipitation under wet – moderate warm climatic conditions assumed for Scenario B.
&&
All components in the projected Scenario C Land Surface System budget, except groundwater pumping, show relatively small changes (less than 4 percent) compared to Scenario A. Projected annual inflows and outflows of the Scenario C Land Surface System budget are summarized in Table 2-27 and Figure 2-82. The total annual volume of water in the Scenario C Land Surface System budget ranges from 56,600 AFY to 189,000 AFY with an average of 105,000 AFY. Over the projected period, the basin-wide precipitation is about 75,100 AFY on average. Groundwater pumping and groundwater uptake average about 15,400 and 13,200 AFY, respectively. Non-routed deliveries, diversion from streams and septic recharge are relatively very small and each component remains between 300 AFY and 400 AFY throughout the projected period. The major outflows from the Land Surface System: runoff and evapotranspiration, average about 53,000 AFY and 35,500 AFY, respectively. Annual deep percolation is about 16,100 AFY on average. Projected groundwater pumping is on average 16 percent greater compared to Scenario A (an increase of 900 AFY). Anticipated changes in all other components in Scenario C Land Surface System budget are smaller than 4 percent compared to Scenario A.","Page 2-165 / 2.2.4.10
Page 2-180 / 2.2.4.11","Precip adjusted for all projected budgets (baseline, wet, dry)"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: Evapotranspiration stated to be adjusted, but no quantitative evidence (tables, figures, etc.)
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Projected precipitation in Scenario B is on average 28 percent greater in comparison to Scenario A (an increase of 20,500 AFY on average). Also, year to year variability of annual precipitation is greater in Scenario B (standard deviations of annual precipitation for Scenario A and Scenario B are 26,700 AFY and 33,100 AFY, respectively). Groundwater uptake in Scenario B is 21 percent greater than that in Scenario A (an increase of 2,800 AFY). In contrast, groundwater pumping is 8 percent less (a decrease of 1,200 AFY). Non-routed delivery, stream diversions, groundwater pumping, and septic recharge over the projected period are consistent between Scenario A and Scenario B. When outflows are considered, runoff, deep percolation and evapotranspiration under Scenario B are on average 32 percent, 24 percent, and 6 percent greater compared Scenario A (increases of 16,600 AFY, 3,700 AFY and 1,900 AFY, respectively). Comparison of Land Surface System water budget results of Scenario A and Scenario B reflects the influence of increased precipitation under wet – moderate warm climatic conditions assumed for Scenario B.
&&
All components in the projected Scenario C Land Surface System budget, except groundwater pumping, show relatively small changes (less than 4 percent) compared to Scenario A. Projected annual inflows and outflows of the Scenario C Land Surface System budget are summarized in Table 2-27 and Figure 2-82. The total annual volume of water in the Scenario C Land Surface System budget ranges from 56,600 AFY to 189,000 AFY with an average of 105,000 AFY. Over the projected period, the basin-wide precipitation is about 75,100 AFY on average. Groundwater pumping and groundwater uptake average about 15,400 and 13,200 AFY, respectively. Non-routed deliveries, diversion from streams and septic recharge are relatively very small and each component remains between 300 AFY and 400 AFY throughout the projected period. The major outflows from the Land Surface System: runoff and evapotranspiration, average about 53,000 AFY and 35,500 AFY, respectively. Annual deep percolation is about 16,100 AFY on average. Projected groundwater pumping is on average 16 percent greater compared to Scenario A (an increase of 900 AFY). Anticipated changes in all other components in Scenario C Land Surface System budget are smaller than 4 percent compared to Scenario A.","Page 2-165 / 2.2.4.10
Page 2-180 / 2.2.4.11","ET adjusted for all projected budgets (baseline, wet, dry)"
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: Surface water inputs are stated to be adjusted, but no quantitative evidence (tables, figures, etc.)
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"The total volume of water in the projected Scenario B Stream System water budget is on average 35 percent greater in comparison to Scenario A budget, mainly due to the increased stream inflow and outflow for the projected period. Annual inflows and outflows of the projected Scenario B Stream System budget are summarized in Table 2-25 and Figure 2-80. The total volume of water in the projected Stream System budget ranges from 53,500 AFY to 528,000 AFY with an average of about 217,500 AFY. The average stream inflow is about 137,000 AFY.
&&
The total volume of water in the projected Scenario C Stream System water budget is on average 5 percent less in comparison to Scenario A, mainly due to the decreased stream inflow and outflow. Annual inflows and outflows from Scenario C Stream System budget are summarized in Table 2-28 and Figure 2-83. The total volume of water in the projected Stream System budget ranges from about 27,000 AFY to 401,000 AFY with an average of about 154,000 AFY.","Page 2-170 / 2.2.4.10
Page 2-185 / 2.2.4.11
Table 2-9
Tables 2-24,27","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? Imports included and adjusted under the ""non-routed deliveries"" column. Similar to the Napa GSP, I would like to see imports as a separate line since grouping multiple water sources into one line is not particularly beneficial."
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: Sea level inputs stated to be adjusted, but not specified how
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"Seawater intrusion is not an applicable sustainability indicator, because seawater intrusion is  not present and is not likely to occur in Big Valley Basin due to the distance from the Pacific  Ocean, bays, deltas, or inlets. Thus, criteria for undesirable results related to this sustainability  indicator is not established in this GSP.",Page 4-13 / 4.6,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Under the projected baseline scenario without climate change (Scenario A), total groundwater extraction (combination of groundwater pumping and uptake) within the Basin increases to 28,500 AFY (an increase of 1,400 AFY compared to historical budget), mainly due to increased groundwater pumping. Under the projected wet-moderate warming climate change scenario (Scenario B) total groundwater extraction increases to 30,100 AFY (an increase of 3,000 AFY compared to historical budget), as a result of increased groundwater uptake. Under the projected dry-extreme warming climate change scenario (Scenario C) total groundwater extraction increases to 29,300 AFY (an increase of 800 AFY compared to historical budget), mainly due to increased groundwater pumping. Under all of the simulated scenarios (historical and projected), the change in storage is very small or practically zero, recognizing typical uncertainty associated with water budget estimates and the magnitude of other water budget components...
...Assuming potential uncertainty of 25 percent associated with the water budget estimates, an associated range of values for the estimated sustainable yield would be 22,000 to 36,000 AFY. It is possible that the true sustainable yield is higher as no model scenarios were developed to test the maximum possible volume of groundwater extraction. The sustainable yield estimate provided here is consistent with the sustainability goal for the Basin and will be reviewed as the Basin implements the GSP, including through periodic review and updates to the BVIHM and water budget results and ongoing monitoring of Basin conditions as required by GSP Regulations.",Page 2-197 / 2.2.5,Range of projected Sustainable Yields given based off of each future scenario 
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"4.4.1 Undesirable Results 
Chronic lowering of groundwater elevations in the Basin causes significant and unreasonable declines in available water supply required to meet all beneficial uses. The rate of basin-wide production from wells (in 2015) would decrease since declining water levels lead to dry wells. Total groundwater production leads to an undesirable result if it cannot support beneficial uses unless alternative means of obtaining sufficient water resources is achieved if technically or financially feasible. These undesirable results for the chronic lowering of groundwater levels would cause significant and unreasonable reduction in the long-term viability of domestic, agricultural, municipal, or environmental uses over the planning and implementation horizon of this GSP.
&&&
4.4.1.2 Potential Effects 
Potential effects of groundwater levels undesirable results could include the following:
• De-watering of a subset of the existing groundwater infrastructure, starting with the shallowest wells that are generally domestic wells • Drinking water supply disruptions • Increased costs to pump groundwater • Changes in irrigation practices and crops grown • Adverse effects to property values and the regional economy • Increase in costs for supplying water • Adverse effects on GDEs, to the extent connected with the production aquifer • Harm to surface water beneficial uses including terrestrial and aquatic species. 
&&&
4.4.1.3 Identification of Chronic Lowering of Groundwater Wells 
Six RMS in Big Valley Basin were selected for identification of undesirable results to indicate region-wide impacts to groundwater levels. Undesirable results would occur when 33 percent 12 (two of six wells) of RMS used to monitor groundwater levels fall below their MTs for two consecutive years at the same sites.
&&&
4.7.1 Undesirable Results 
Groundwater-related activities, such as groundwater extraction or groundwater recharge, and naturally occurring groundwater constituents can cause undesirable results. Degraded groundwater quality can have a significant and unreasonable reduction in the long-term of the viability of domestic, agricultural, municipal, or environmental uses over the planning and implementation horizon of this GSP. 
&&&
4.7.1.1 Potential Causes 
A potential cause of undesirable results for degraded water quality would be over pumping of groundwater. A prolonged period of extracting groundwater greater than the sustainable yield can cause an increase in concentrations of constituents of concern to rise in the Basin and could cause an undesirable result in the future. This occurs primary through the upconing of deep saline water into the freshwater aquifer. However, it should be noted that there is also a natural tendency for salt concentrations to increase over time due to agricultural and urban uses of water, which adds salts either directly or through evapotranspiration. Long-term monitoring of salinity is important to allow the GSA to assess the trends of salinity and identify the potential sources. If a causal link to groundwater pumping is established corrective measures may be taken. There are other water quality concerns within the Big Valley Basin that are outside the purview of the GSA and are covered by other regulatory programs and are without a causal nexus to groundwater pumping, including: • Naturally occurring constituents such as iron, manganese, boron, and arsenic. • Constituents from human activities (urban, agricultural, and industrial) that are not managed under SGMA. These constituents may include nitrate, salts, pesticides, and herbicides from agricultural and urban uses, which are managed by other programs such as Central Valley Salinity Alternatives for Long-Term Sustainability (CV-SALTS), Irrigated Lands Regulatory Program, and Department of Pesticide Regulation.
&&&
4.7.1.2 Potential Effects 
If groundwater quality was degraded leading to undesirable results, the effect could cause a reduction in economically usable supply to groundwater users, with domestic wells being most vulnerable as costs for treatment or access to alternate supplies can be high for low production users. High salinity can impact both drinking water uses and agricultural uses, as there are standards associated with aesthetics (taste, color, and odor) for drinking water and crop health and yield for agriculture. 
Water quality degradation could cause crop damage and reduced yields, and a reduction in the use of land for irrigated agriculture if the sole water supply is groundwater. These will result in adverse effects to property values and other economic effects. Additionally, undesirable results for groundwater quality could adversely affect current and projected municipal uses. The GSA is aware of other localized water quality issues within the Basin (as discussed in Section 2) and 12 TDS will be used to monitor the overall groundwater quality. Additional needs for monitoring other constituents will be evaluated on an ongoing basis and the plan will be modified as needed.
4.7.1.3 Identification of Degraded Water Quality 
Seven wells were selected for identification of undesirable results to indicate region-wide impacts rather than localized conditions. Undesirable results are considered to occur during GSP implementation when 29 percent of the water quality RMS (two of seven sites) exceed the MTs for water quality for two consecutive measurements at the same sites.","Page 4-5 / 4.4.1
Page 4-5 / 4.4.1.2
Page 4-6 / 4.4.1.3
Page 4-13 / 4.7.1
Page 4-13 / 4.7.1.1
Page 4-14 / 4.7.1.2
Page 4-14 / 4.7.1.3","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? GW elevation, gw quality
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) No, just very vague explanation
4. Are all impacts of all COCs described? No, they just mention them"
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed?
"
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes?
3. Are impacts to Tribes well analyzed?
"
