Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"Total Dissolved Solids
The minimum threshold (indicator of potential significant and unreasonable effects) is set equal to the Upper Consumer Acceptance Level value of 1,000 mg/L. The minimum threshold is considered indicative of potential significant and unreasonable effects because Division of Drinking water considers concentrations of Upper Consumer Acceptance Level to be acceptable only on a temporary basis for community and municipal water suppliers pending construction of treatment facilities. Treatment would likely be financially prohibitive due to the lack of a brine disposal pipeline to the ocean. For this reason, widespread occurrence of TDS in excess of the Upper Consumer Acceptance Level is considered a significant and unreasonable effect.
&&
The RWQCB WQO for TDS of 800 mg/L is met most of the time by most wells or well groups and is the measurable objective for consistency with RWQCB’s Basin Plan and to express a preference to preserve existing water quality to the extent practicable.
Sulfate
The minimum threshold (indicator of potential significant and unreasonable effects) is set equal to the Upper Consumer Acceptance Level value of 500 mg/L and is considered indicative of potential significant and unreasonable effects because Division of Drinking water considers concentrations of Upper Consumer Acceptance Level to be acceptable only on a temporary basis for community and municipal water suppliers pending construction of treatment facilities.
&&
The RWQCB WQO for sulfate of 300 mg/L is met most of the time by most wells or well groups and is set as the measurable objective for consistency with RWQCB’s Basin Plan and to express a preference to preserve existing water quality to the extent practicable.
Chloride
The minimum threshold (indicator of potential significant and unreasonable effects) is 100 mg/L and is based on sensitivity of avocados to chloride as a proxy for agricultural beneficial uses. The Avocado Production Handbook5 states: “when chloride and sodium exceed 100 ppm in the water there should be an alerted concern for ensuring adequate leaching of the root zone.”
&&
The RWQCB WQO for chloride of 100 mg/L has always been met historically. A lower concentration (75 mg/L) is used as the measurable objective to reflect a preference to preserve existing water quality to the extent practicable.
Boron
The minimum threshold (indicator of potential significant and unreasonable effects) is 0.75 mg/L for the following reasons:
1. Available data show that boron concentrations are notably higher in the northernmost part of the UVRGB (Kennedy Area shown on Figure 5.6-01 and the map in Appendix N). Concentrations in this area commonly range from 0.8 to 1.3 mg/L (see black diamonds on the boron plot in Appendix N) and it has been reported that groundwater is unsuitable for agricultural use in this area; therefore, it is concluded that significant and unreasonable effects on agricultural beneficial uses occur with concentrations in the 0.8 to 1.3 mg/l range.
2. According to the USDA, the upper limit of boron tolerance for citrus and avocado is 0.75 mg/L.
&&
The RWQCB WQO for boron of 0.5 mg/L is met by at least ⅓ of the primary monitoring wells or well groups at all times. Accordingly, the measurable objective is 0.5 mg/L for consistency with RWQCB’s Basin Plan and to express a preference to preserve existing water quality to the extent practicable.
Nitrate
Consumption of water containing nitrate in excess of the MCL poses serious health risks to pregnant women and infants. Because there is currently no requirement for domestic well owners to test for nitrate, health effects could occur if nitrate exceeds the MCL at domestic well locations. Additionally, some domestic well owners may not have the resources to respond to nitrate MCL exceedances even if they were informed. For these reasons, widespread occurrence of nitrate in excess of the MCL would be considered a significant and unreasonable effect. Thus, the minimum threshold for nitrate is equal to the Primary MCL of 10 mg/L (as nitrogen).
&&
Nitrate in Percolating Groundwater Areas (Kennedy, Robles, Mira Monte/Meiners Oaks, and Santa Ana Hydrogeologic Areas)
The RWQCB WQO and Primary MCL for nitrate of 10 mg/L (as nitrogen) is generally met by the primary monitoring wells or well groups located outside of the Mira Monte area. A lower concentration (7.5 mg/L (as nitrogen)) is the measurable objective for the percolating groundwater areas to reflect a preference to preserve existing water quality to the extent practicable throughout the remainder of the percolating groundwater areas. The measurable objective represents the approximate typical upper bound of nitrate concentrations outside of the Mira Monte area north of the area where rising groundwater is typically encountered (i.e., the Casitas Springs Area).
Nitrate in Rising Groundwater Areas (Casitas Springs Hydrogeologic Areas)
A special consideration for the rising groundwater areas (where groundwater can typically discharge to the Ventura River) (i.e., Casitas Springs Area) is the surface water RWQCB WQO for nitrate. The RWQCB WQO for surface water is 5 mg/L and is designed to protect beneficial uses of surface water. A lower concentration (3 mg/L (as nitrogen)) is used for the measurable objective in the Casitas Springs Area to reflect a preference to preserve existing water quality to the extent practicable. The measurable objective represents the approximate upper bound of nitrate concentrations typically observed in the rising groundwater area (see plot in Appendix N).
","Page 115-118 / 4.7.2.1
Page 120-121 / 4.7.3
Table 4.7-01","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Each identified constituent (nitrate, TDS, sulfate, chloride, boron) was given an MT and an MO",
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"The minimum thresholds and specific rationale for each water quality constituent minimum threshold are provided in Table 4.7-01, and the minimum thresholds are also shown on the water quality plots provided in (Appendix N). The minimum thresholds were selected be consistent with protection of human health (MCL for nitrate), the Upper Consumer Acceptance Levels (TDS and sulfate)/ and concentrations that are considered to represent toxicity thresholds for agricultural beneficial uses (chloride and boron).","Page 115 / 4.7.2.1
Table 4.7-01","1. Are MT set at MCL level for COCs? Yes (at or below constitutes)
2. Are all MT set at MCL level? Yes

The MT for nitrate is directly based on the MCL; while the MTs for the other constituents are not based directly on any MCL, each MT falls within the MCL. Nitrate is the only constituent with a primary MCL (10mg/L as N); sulfate, TDS, and chloride have secondary MCLs; boron has no established MCL

",
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"Chronic Lowering of Groundwater Levels
The minimum thresholds seek to prevent significant and unreasonable depletions of supply, which will prevent significant financial burdens associated with purchasing more supplemental water than has been necessary historically. Additionally, the minimum thresholds seek to prevent permanent or prolonged impacts to riparian GDEs. Modeling projections for the GSP suggest that the minimum thresholds may be occasionally exceeded at some monitoring locations (Appendix L). However, the criterion for undesirable results is not predicted to be triggered during the 50-year GSP implementation period, meaning that pumping reductions, any projects, or other management actions will not be needed to avoid undesirable results for this sustainability indicator. Therefore, the minimum thresholds for this sustainability indicator are not anticipated to limit beneficial uses of groundwater.
Reduction of Groundwater Storage
The effects on beneficial users and land uses in the Basin are the same as analyzed for the chronic lowering of groundwater levels sustainability indicator and are incorporated herein by reference to Section 4.4.2.4.
Degraded Water Quality
The minimum thresholds will prevent significant and unreasonable degradation of groundwater quality that would limit the beneficial use of groundwater. Potential effects that are minimized or avoided by the minimum thresholds include:
1. Preventing health effects of nitrate;
2. Increased costs for treatment or blending to meet drinking water standards for municipal beneficial users;
3. Lower quality crops, increased water use to meet leaching requirements, and increased demand for more costly surface water for blending or to replace groundwater for irrigation. The potential effects on agricultural beneficial uses would result in increased costs and potential impacts on lease rates and land values. &&&
These criteria were considered when developing the minimum thresholds: • Primary MCLs: Applicable to nitrate only. It is desirable to maintain existing water quality at levels suitable for potable water for human consumption for current and future beneficial uses. Consumption of water containing nitrate in excess of the MCL poses serious health risks to pregnant women and infants. Because there is currently no requirement for domestic well owners to test for nitrate, health effects could occur if nitrate exceeds the MCL at domestic well locations. Additionally, some domestic well owners may not have theresources to respond to nitrate MCL exceedances even if they were informed. For these reasons, widespread occurrence of nitrate in excess of the MCL would be considered a significant and unreasonable effect.&&&
Consumption of water containing nitrate in excess of the MCL poses serious health risks to pregnant women and infants. Because there is currently no requirement for domestic well owners to test for nitrate, health effects could occur if nitrate exceeds the MCL at domestic well locations. Additionally, some domestic well owners may not have the resources to respond to nitrate MCL exceedances even if they were informed. For these reasons, widespread occurrence of nitrate in excess of the MCL would be considered a significant and unreasonable effect. Thus, the minimum threshold for nitrate is equal to the Primary MCL of 10 mg/L (as nitrogen).
Depletion of ISW
The interconnected surface water depletions minimum thresholds will not have a material impact on the other Aquatic GDE areas or surface water diversions for municipal or agricultural diversions.
The interconnected surface water depletions minimum thresholds will impact agricultural and municipal beneficial uses because it will be necessary to address depletions that cause minimum threshold exceedances, as summarized in Table 4.9-02. Addressing these depletions will result in decreased water supply for these beneficial uses and/or increased costs.","Page 102 / 4.4.2.4
Page 109 / 4.5.2.5
Page 115 / 4.7.2.1
Page 119 / 4.7.2.4
Page 133 / 4.9.2.4","1. Do they mention impact of groundwater elevation MT on drinking water users? Somewhat (drinking water users not specifically mentioned; beneficial users discussed as a whole)
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? Yes for water quality, No for GW elevation

Chronic Lowering of GW Levels, Reduced GW Storage, Degraded Water Quality, and Depletion of ISW were discussed with regard to impact on beneficial users. The plan states that the MTs proposed will not negatively impact 'beneficial users', though drinking water wells were not specifically mentioned (except for Degraded Water Quality, which refers to drinking water standards). Somewhat-Yes (leaning towards yes)

",
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,"It is the express goal of this GSP to develop sustainable management criteria and plan implementation measures to avoid undesirable results for the applicable SGMA sustainability indicators by:, Considering the economic impact of projects and management actions necessary to achieve proposed measurable objectives on all beneficial users, with special consideration of disadvantaged communities and agricultural enterprises lacking alternative land use options.",Page 94 / 4.2,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

They had workshops on explaining different sections of SMC, They do mention in the beginning of chapter about considering DAC. They do a poor job explaining UR for beneficial users.",
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes?
4. Do they use quantitative data to describe the harm to DACs of crossing the MT?
",
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"The minimum thresholds seek to prevent significant and unreasonable depletions of supply, which will prevent significant financial burdens associated with purchasing more supplemental water than has been necessary historically. Additionally, the minimum thresholds seek to prevent permanent or prolonged impacts to riparian GDEs.
&&
The interconnected surface water depletions minimum thresholds will protect the Aquatic GDEs of the Foster Park Aquatic Habitat Area from streamflow depletions that could potentially degrade habitat conditions and lead to substantial stress and/or potential mortality for steelhead.
The interconnected surface water depletions minimum thresholds will not have a material impact on the other Aquatic GDE areas or surface water diversions for municipal or agricultural diversions.
","Page 102 / 4.4.2.4
Page 133 / 4.9.2.4","1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? No
Impacts of water quality MT not assessed; MTs for sustainability indicators assessed aim to prevent undesirable results but have no identified impacts beyond said prevention
",
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?

Domestic wells/drinking water users not mentioned at all during the Mesurable Objective sections of any Sustainability Indicator
",
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,"It is the express goal of this GSP to develop sustainable management criteria and plan implementation measures to avoid undesirable results for the applicable SGMA sustainability indicators by:, Considering the economic impact of projects and management actions necessary to achieve proposed measurable objectives on all beneficial users, with special consideration of disadvantaged communities and agricultural enterprises lacking alternative land use options.",Page 94 / 4.2,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

",
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

",
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,"Pursuant to GSP Emergency Regulations §354.28(c)(1), two factors must be considered when developing minimum thresholds for the chronic lowering of groundwater levels sustainability indicator: 1. Depletion of supply effects on beneficial users (Section 4.4.1) 2. Effects on other sustainability indicators (Section 4.4.2.5) These factors were considered during the SCM development process.",Page 96 / 4.4,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No
 GDEs not mentioned in MO section of any sustainability indicator

",
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"No representative monitoring sites have been identified for the degraded water quality sustainability indicator. However, it is noted for clarification that four well groups have been established to address the four sets of closely spaced wells in the groundwater quality monitoring network (Table 5.6-01 and Figure 5.6-01). These sets of closely spaced wells are grouped (i.e., treated as a single well) for the purposes of implementing the measurable objectives and minimum thresholds for the degraded water quality sustainability indicator, as discussed in Section 4.7.1. In other words, water quality results from any well in the well group can be used to compare against the measurable objectives and minimum thresholds. Treating the closely spaced wells as a single monitoring site avoids biasing the data toward these areas. This approach also reduces sampling costs because most wells are sampled only once every two or three years per DDW requirements and wells in a particular group are typically not sampled in same year. By using the results from any well in a well group, the need for extra samples (i.e., samples in addition to those required for DDW compliance) to address GSP SMC evaluations can be.

Table 5.6-01 summarizes information regarding depth, sampling frequency, and purpose of the eighteen wells in UVRGB that have been regularly sampled for water quality analysis. These wells are referred to as the “existing groundwater quality monitoring network.” Well locations are shown on Figure 5.6-01. Inspection of Table 5.6-01 indicates that most (fifteen) existing groundwater quality monitoring sites are screened in alluvium. Three groundwater quality monitoring sites are screened in the Ojai Conglomerate. All but one groundwater quality monitoring site are public water supply wells, which are sampled according to schedules set forth by the DDW requirements for general mineral and other parameters
(Table 5.6-01). The remaining groundwater quality monitoring site is sampled by VCWPD on an annual basis, subject to access. All wells are sampled for parameters relevant to the degraded water quality SMC (TDS, sulfate, chloride, boron, and nitrate) among other analytes useful for tracking water quality (i.e.,
common ions, etc.). UVRGA has budgeted to coordinate more frequent sampling than required by DDW at select wells to ensure adequate data are obtained for evaluating groundwater quality conditions relative to the degraded water quality SMC. In addition, the five new monitoring sites that will be added to the groundwater level monitoring network will be incorporated into the groundwater quality monitoring network. The new monitoring sites will be added by UVRGA to address the lack of groundwater quality monitoring in the
Santa Ana Area and northern half of the Casitas Springs Area and to provide data collocated with the City of Ventura surface water gage VR-1. These new wells will be sampled for general minerals annually, subject to access.","Page 160 / 5.9
&&

Page 149 5.6","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Lat/Long table 5.6-01
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map here: https://drive.google.com/drive/folders/1CcRu9_tzM9W-VwfKV0_vi_ayNtJ3P55s

GSP states that no RMS have been established for water quality. Thus, domestic wells, DACs, and Tribes are inherently unable to be adequatley represented, however they do have wells that they use for water quality analysis as stated in section 5.6. There is one small DAC block group at the southernmost part of the basin that does seem to be represented by this other water quality analysis",
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Yes,"As discussed in Section 4.4.1, groundwater levels are currently monitored in fifteen wells (Table 5.3-01 and Figure 5.3-01). Some of the wells are closely spaced, which provides duplicative data. Importantly, some do not have sufficient historical data for selection of measurable objectives and/or minimum thresholds. For these reasons, the seven wells screened in the alluvial aquifer that have sufficient data to establish measurable objectives and minimum thresholds are identified as representative wells for the chronic lowering of groundwater levels and reduction of groundwater storage sustainability indicators (Table 5.3-01 and Figure 5.3-01). The representative monitoring sites are representative of groundwater level and storage conditions in the Basin because the wells are screened in the alluvial aquifer and, therefore, reflects general conditions in the vicinity of each well (Table 5.3-01). With the exception of the groundwater level monitoring network data gaps discussed in Section 5.3.4, the representative wells are spaced along the Ventura River, providing coverage in a variety of areas along the Ventura River (Figure 5.3-01).","Page 160 / 5.9
Table 5.3-01
Figure 5.3-01","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Lat/Long table 5.3-01
2. How many Elevation RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

View Map Here: https://drive.google.com/drive/folders/1CcRu9_tzM9W-VwfKV0_vi_ayNtJ3P55s

DACs, and domestic wells are not mentioned in reference to RMS within the text. However, there is a regularly monitored GW level well where their DAC block group is located. Overall the basin has almost full coverage of elevation monitoring with a one mile buffer, there are small areas that lack monitoring but there are planend monitoring wells to be constructed in these data gap areas. ",
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"The monitoring network has a special focus in areas of greatest risk for undesirable results: The Casitas Springs Area where GDEs of concern are located, including the South Santa Ana Riparian GDE Unit, Foster Park Riparian GDE Unit, Confluence Aquatic Habitat Area, and Foster Park Aquatic Habitat Area. Additional monitoring wells are planned to be installed within and immediately upgradient of the Casitas Springs Area to address data gaps relative to these GDEs.
&&
The greatest risk for undesirable results is in the Casitas Springs Area where GDEs of concern are located, including the South Santa Ana Riparian GDE Unit, Foster Park Riparian GDE Unit, Confluence Aquatic Habitat Area, and Foster Park Aquatic Habitat Area. As discussed in Sections 4.4.2.5, 4.5.2.2, and 4.9.2.2, there are significant groundwater level and stream flow data gaps between the areas where indirect stream flow depletion effects could potentially occur (Confluence and Foster Park Aquatic Habitat Areas) and the locations of significant pumping in the northern part of the Basin. These data gaps need to be addressed to provide better estimates of indirect stream flow depletion and the relationship with the chronic lowering of groundwater levels and reduction of groundwater storage sustainability indicators. Additionally, there is a data gap concerning effects on Aquatic GDEs in the Confluence Habitat Area, has prevented UVRGAs from being able to assess the relationship between the sustainability indicators (as discussed in Section 4.9.1). Addressing the data gaps would provide the data necessary for UVRGA to quantitatively evaluate how SMCs for groundwater levels and storage may impact attainment of the measurable objective for depletions of interconnected surface water. Based on the foregoing, addressing data gaps in the Casitas Springs Area and the area immediately upstream that feeds it is UVRGA’s highest priority for expending its limited fiscal resources.
Five additional monitoring wells are planned to address the above-described data gaps (Figure 5.3-01): • Site A will be sited near surface water gage VR-1 to provide correlation of groundwater levels with surface water flow measurements and to provide groundwater level data between the Confluence and Foster Park Habitat Areas. Sites B and C will be sited within the Confluence Aquatic Habitat Area and South Santa Ana Riparian GDE Unit straddling the San Antonio Creek confluence. These wells will be used to monitor groundwater levels upstream and downstream of where San Antonio Creek enters the Ventura River. One of the monitoring sites will be collocated with a planned stream gage to provide correlation of groundwater levels and surface water flow. • Site D will be sited between Santa Ana Blvd. and the Confluence Habitat Area to monitor groundwater levels and storage that feeds surface and subsurface flows in the Confluence Aquatic Habitat Area and the South Santa Ana Riparian GDE Unit. This well will monitor groundwater levels and flow entering the GDEs and would help refine the estimates of indirect depletion of surface water. • Site E will be sited between Santa Ana Blvd. and Highway 150 to monitor groundwater levels and storage that feeds surface and subsurface flows in the Confluence Aquatic Habitat Area and the South Santa Ana Riparian GDE Unit. This well will also provide data to help refine the estimates of indirect depletion of surface water.
&&
The initial GSP does not include project or management actions to address indirect depletion because there are significant groundwater level data gaps that impact the numerical modeling estimates of the indirect depletions. This initial GSP lays out a path over time to that will be followed by UVRGA to develop and implement a project and/or management action to address indirect depletions of interconnected surface water, which is detailed in Table 6.1-01. In general, the path includes (1) addressing the groundwater level data gaps that impact quantification of indirect depletions of interconnected surface water...","Page 144 / 5.3.1
&&
Page 146 / 5.3.4
&&
Page 171 / 6.4","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? yes - clear description of five monitoring wells to be installed in the monitoring network section to help characterize GDEs/ISWs
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? Somewhat - there is an action to address indirect depletion of ISWs but it is vague",
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,"Protocols for biological monitoring will be evaluated and documented in the workplans that will be developed for the Aquatic GDE Monitoring programs for the Foster Park and Confluence Aquatic Habitat Areas.
&&
A biological monitoring program will be developed and implemented to address the biological data gaps that exist in the Confluence Habitat Area. The goal of the monitoring program would be to determine if depletion is causing significant and unreasonable effects on the Aquatic GDEs in the Confluence Habitat Area. Potential elements of the monitoring would include physical monitoring and mapping during dry conditions, which could provide valuable information on the potential impacts on sensitive aquatic species.","Page 158 / 5.8.3
Page 127 / 4.9.1","1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? Somewhat - A biological monitoring program 'will be developed', but no timeline/details of implementation are given",Changed from yes to somewhat because potential plan
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
",
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
",
