Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"8.6.2.2 Minimum Thresholds Impact on Domestic Wells
Minimum thresholds for groundwater levels are compared to the range of domestic well depths in the Subbasin using DWR’s Online System for Well Completion Reports (OSWCR) database. This check was done to assure that the minimum thresholds maintain operability in a reasonable percentage of domestic wells. The proposed minimum thresholds for groundwater levels do not necessarily protect all domestic wells because it is impractical to manage a groundwater basin in a manner that fully protects the shallowest wells. The average computed depth of domestic wells in the Subbasin is 365.5 feet using data from the OSWCR database.
While this approach is reasonable, there are some errors that add inaccuracy to the analysis. These include: • The OSWCR database may include wells that have been abandoned, destroyed, or replaced, and therefore will have no detrimental impacts from lowered groundwater levels. • The Subbasin experienced a prolonged drought from 1986 to 1992, causing many new wells to be drilled. Thus, wells drilled prior to 1991 are likely abandoned if they were not modified. • Some domestic wells may draw water from shallow, perched groundwater that is not managed in this GSP. • Some wells in the OSWCR database are not accurately located, and therefore the estimated depth to water may not be accurate. • The depth to water is derived from a smoothly interpolated groundwater elevation contour map. Errors in the map may result in errors in groundwater elevation at the selected domestic wells. Given the limitations listed above, the analysis included 20 wells that had accurate locations and were drilled post 1990 out of the total 206 domestic wells in the OSWCR database. The analysis of domestic wells showed that in the Eastside Aquifer all domestic wells will have at least 25 feet of water in them as long as groundwater elevations remain above minimum thresholds; therefore, all domestic wells will have at least 25 feet of water in them when measurable objectives are achieved. These percentages were considered reasonable despite the limitations of this analysis.&&&
Urban land uses and users. The groundwater level minimum thresholds may reduce the amount of groundwater pumping in the Subbasin. This may limit urban growth or result in urban areas obtaining alternative sources of water. This may result in higher water costs for municipal water users.
Domestic land uses and users. The groundwater level minimum thresholds are intended to protect most domestic wells, including small state and small local system wells. Therefore, the minimum thresholds will likely have an overall beneficial effect on existing domestic land uses by protecting the ability to pump from domestic wells. However, extremely shallow domestic wells may become dry, requiring owners to drill deeper wells. Additionally, the groundwater level minimum thresholds may limit the number of new domestic wells or small state and small local system wells that can be drilled to limit future declines in groundwater elevations.&&&

Urban land uses and users. The groundwater quality minimum thresholds generally provide positive benefits to the Subbasin’s urban water users. Preventing any GSA actions that would result in constituents of concern in additional drinking water supply wells from exceeding MCLs or SMCLs ensures adequate groundwater quality for public water system supplies.
Domestic land uses and users. The groundwater quality minimum thresholds generally provide positive benefits to the Subbasin’s domestic water users. Preventing any GSA actions that would result in constituents of concern in additional drinking water supply wells from exceeding MCLs or SMCLs ensures adequate groundwater quality for domestic supplies.
","Page 8-14 / 8.6.2.2
Appendix 8A
Figure 8-3
Page 8-17 / 8.6.2.5
Page 8-40 / 8.9.2.4","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? No

More evaluation on GW quality and GW elevation is needed. 

"
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT? No

"
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to DACs of crossing the MT? No
"
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"Ecological land uses and users. The groundwater level minimum thresholds may limit the amount of groundwater pumping in the Subbasin and may limit both urban and agricultural growth. This outcome may benefit ecological land uses and users by curtailing the conversion of native vegetation to agricultural or domestic uses, and by reducing pressure on existing ecological land caused by declining groundwater elevations.&&&
Riparian water rights holders. Table 8-6 provides a summary of water diversions reported to the SWRCB by water rights holders on the Salinas River and its tributaries within the Eastside Subbasin. The diversion data were obtained from queries of the SWRCB eWRIMS water rights management system. The diversion data are self-reported by water-rights holders with points of diversion located within the Subbasin. Any riparian rights holders are reported in Table 8-6. The SVBGSA is not aware of any current water rights litigation or water rights enforcement complaints by any riparian water rights holders in the Subbasin. Therefore, SVBGSA assumes that the current level of depletion has not injured any riparian water rights holders in the Subbasin.&&&
Ecological surface water users. There are no known flow prescriptions on any surface water bodies in the Subbasin. Therefore, the current level of depletion has not violated any ecological flow requirements. This is not meant to imply that depletions do not impact potential species living in or near surface water bodies in the Subbasin. However, any impacts that may be occurring have not risen to the level that triggers regulatory intervention. Therefore, the impacts from current rates of depletion on ecological surface water users is not unreasonable. &&&
Ecological land uses and users. The depletion of interconnected surface water minimum thresholds address ecological uses and users by preventing depletion of interconnected surface water from groundwater pumping beyond what was historically experienced. Additionally, by setting future groundwater levels at or above recent lows, there should be less impact to ecological users than has been seen to date.
","Appendix 8A
Figure 8-3
Page 8-17 / 8.6.2.5
Page 8-49 / 8.11.2.1.2
Page 8-50 / 8.11.2.1.2","1. Do they mention impact of groundwater elevation MT on GDEs? Yes
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? No, more data and evaluation is needed, very vague and not in depth

"
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? No
"
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

"
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs? No

"
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No

"
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Yes,"The sustainability indicator for degraded water quality is evaluated by adopting the State Water Resources Control Board (SWRCB) Division of Drinking Water (DDW) and Central Coast
Regional Water Quality Control Board’s (CCRWQCB) Irrigated Lands Regulatory Program (ILRP) groundwater quality networks. The water quality monitoring network for the Subbasin is
composed of public water system supply wells monitored under DDW, and on-farm domestic wells and irrigation supply wells monitored under ILRP.

&&

Ninety DDW wells have been chosen to be part of the RMS network. These wells are shown on Figure 7-4 and listed in Appendix 7D. The on-farm domestic wells and irrigation supply wells included in the monitoring network will be a subset of those that have been sampled through the CCRWQCB’s IRLP. Under the existing, temporary orders, 358 ILRP wells, consisting of 225 irrigation supply wells and 133 on-farm domestic wells, have been chosen as part of the RMS network.
",7-11 / 7.5,"1. How were WQ RMS listed? (CASGEM ID, lat/long, described) lat/long
2. How many WQ RMS were we able to map? (all, some, none) all
3. Of those mapped, was there a well within 1 mile of DACs? yes
4.Of those mapped, was there a well within 1 mile of Tribes? n/a
5. Of those mapped, was there a well within 1 mile of domestic wells? yes

Basin uses DDW and ILRP wells for their monitoring network, these wells have full spatial coverage of the basin besides a few small areas on the southeastern side of the basin"
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,7-6 ; Table 7-1 / 7.2,"1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) lat/long
2. How many Elevation RMS were we able to map? (all, some, none) all
3. Of those mapped, was there a well within 1 mile of DACs? yes
4.Of those mapped, was there a well within 1 mile of Tribes? n/a
5. Of those mapped, was there a well within 1 mile of domestic wells? yes

Shallow aquifer is monitored throughout entire basin and has good coverage of SDACs. There are a few DAC and SDAC block groups with limited or no monitoring for elevation. Deep aquifer is mainly only monitored on the western side of the basin."
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,"Figure 7-6 shows the location of a proposed new monitoring well along Gabilan Creek that will help monitor the ISW within the Langley Area Subbasin. This well will be located within the Eastside Subbasin so that it can be paired with the USGS gauge on Gabilan Creek shown on Figure 7-6. All ISW monitoring wells are RMS. More information on the development of the ISW monitoring network is provided in Appendix 7F.

&& There are no data gaps in the ISW monitoring network in the Eastside Subbasin, but the data gap in the Langley Area Subbasin will be filled with a new well added along the Gabilan Creek, as discussed in Chapter 10. The new shallow well will be added to MCWRA’s groundwater elevation monitoring program.",Page 7-16 / 7.7,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? no - plan states that there are no data gaps in ISW monitoring network but also stated in ISW section that there is no data to verify ISW connection in basin (??)
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no"
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no - the plan stated in the GDE section that field data is needed, but did not mention any GDE related biological monitoring"
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"Increased Recharge
9.4.1 Project A1: Managed Aquifer Recharge of Overland Flow (Overland Flow MAR)
This program incentivizes development of groundwater recharge basins that recharge overland flow and stormwater runoff from the Gabilan Range before they reach streams and the Salinas River. This program is structured similar to the program instituted in Pajaro Valley, whereby agricultural landowners dedicate a portion of their land to recharge ponds and direct overland flood flows into the ponds. This could include some type of incentive for recharge basins that would be situated to collect runoff before it enters a local stream and allowed to infiltrate. It could also be combined with Project A2 and include multi-benefit projects along the floodplain to increase recharge capacity, since floodplains generally have high recharge. &&&
9.4.2 Project A2: Floodplain Enhancement and Recharge
This project restores and enhances areas along creeks and floodplains to slow and sink stormwater and encourage streambed and floodplain infiltration. SVBGSA could partner with the RWMG, CCWG, and other organizations to support existing creek and floodplain restoration efforts and encourage inclusion of features that would enhance recharge.","Page 9-9 / 9.4.1
Page 9-13 / 9.4.2","1. Are there projects that involve groundwater recharge? Yes (two projects)
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? It will be implemented if stakeholders decide it is necessary to reach. 
4. Are the projects implemented by the GSP or others? SVBGSA
5. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Somewhat,"9.4.13 Project F1: Multi-benefit Stream Channel Improvements
This project takes a three-pronged approach to stream channel improvements. First, in designated maintenance channels, it removes dense vegetation and reduces the height of sediment bars that impede streamflow. Second, throughout the Salinas River watershed, the project removes the invasive species Arundo donax (arundo) and Tamarix sp. (tamarisk). Third, it enhances the recharge potential of floodplains along the Salians River in the Forebay and Upper Valley subbasins, which will indirectly benefit the Eastside Subbasin.&&&
Non-Native Vegetation Removal – Non-native vegetation removal primarily focuses on the arundo present in the region but may include tamarisk shrubs as well. Arundo is a grass that was introduced to the Americas in the 1800s for construction material and for erosion control purposes (Giessow, et al., 2011). In 2011, the California Invasive Plant Council determined that the Salinas Watershed had the second largest invasion with approximately 1,500 infested acres. While arundo thrives near water, such as wetlands and rivers, it grows in many habitats and soil types. It requires a substantial amount of water, previously estimated making it one of the thirstier plants in a given region and outpacing the water demands of native vegetation. To manage this invasive species, arundo biomass is typically sprayed, sometimes mowed or hand cut if needed, and then treated with multiple applications of herbicide over several years. Permits allow arundo removal in the entire riparian corridor, including along the low-flow channel.","Page 9-72 / 9.4.13
Page 9-74 / 9.4.13","If yes to projects:
1. Are the projects new, on-going or proposed? On going
2. Are the projects implemented by the GSP or others? Lead Agency: RCDMC
3. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",Somewhat,"9.4.4 Project B2: 11043 Diversion at Soledad
This project proposes constructing extraction facilities at the Soledad location and pumping the water to the Eastside Subbasin where the water can be infiltrated into the groundwater basin at known pumping depressions and areas of poor water quality. Recharging areas of poor water quality can dilute contaminants already in the water. Projects will assess contaminants in the soil as part of project development to ensure they will avoid groundwater contamination and protect nearby domestic drinking water sources. Groundwater quality would be monitored throughout the project to ensure that it is not worsening. The diversion facility would be sized to provide approximately 6,000 to 10,000 AF/yr. to farmland in the Eastside Subbasin between Soledad and Gonzales.
&&&
9.5.4 Implementation Action G4: Water Quality Partnership
Both the State and the County have committed to a Human Right to Safe Drinking Water. SGMA outlines a specific role for GSAs related to beneficial users of groundwater, including drinking water. This implementation action will help define the unique role for the SVBGSA, not related to specific sustainability metrics. Under this implementation action, SVBGSA will play a convening role by developing and coordinating a water quality partnership (Partnership). There are many efforts to address water quality occurring simultaneously and SVBGSA acknowledges this developing set of policy and implementation actions by the SWRCB. For example, at the State level, the DDW’s Safe and Affordable Funding for Equity and Resilience (SAFER) program is designed to meet the goal of safe drinking water for all Californians. At the local level, the County of Monterey Health Department Drinking Water Protection Service is designed to regulate and monitor water systems and tests water quality for new building permits for private wells.","Page 9-72 / 9.4.4
Page 9-101 / 9.5.4

","""1. Do they identify explicity beneficial users? Somehow mentioning drinking water users (same as answer to question Row 71)
2. Do they describe the impact or benefit to the users identified? Not in detail
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? drinking water users
4. Are the projects proposed, ongoing? Proposed/ Second project: new, developing/ 
5. Are the projects implemented by GSA or others? First project: SVBGSA and MCWRA/ Second Project: GSP, Regional Water Quality Control Board, local agencies and organizations, water providers, domestic well owners, technical experts, and other stakeholders. "
Martha/Sara,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"Increased Recharge
9.4.1 Project A1: Managed Aquifer Recharge of Overland Flow (Overland Flow MAR)
This program incentivizes development of groundwater recharge basins that recharge overland flow and stormwater runoff from the Gabilan Range before they reach streams and the Salinas River. This program is structured similar to the program instituted in Pajaro Valley, whereby agricultural landowners dedicate a portion of their land to recharge ponds and direct overland flood flows into the ponds. This could include some type of incentive for recharge basins that would be situated to collect runoff before it enters a local stream and allowed to infiltrate. It could also be combined with Project A2 and include multi-benefit projects along the floodplain to increase recharge capacity, since floodplains generally have high recharge. &&&
9.4.2 Project A2: Floodplain Enhancement and Recharge
This project restores and enhances areas along creeks and floodplains to slow and sink stormwater and encourage streambed and floodplain infiltration. SVBGSA could partner with the RWMG, CCWG, and other organizations to support existing creek and floodplain restoration efforts and encourage inclusion of features that would enhance recharge.","Page 9-9 / 9.4.1
Page 9-13 / 9.4.2","1. Are there projects that involve groundwater recharge? Yes (two projects)
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? It will be implemented if stakeholders decide it is necessary to reach. 
4. Are the projects implemented by the GSP or others? SVBGSA
5. If others, is the GSP coordinating with the others in implementation?
"
Sara,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed? No
3. Is the well mitigation program explicitly for drinking water users and DACs? No

They have mitigation of overdraft which they mention almost most of their projects are for overdraft mitigation. No explicit plan though.

"
Sara,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"9.4.4 Project B2: 11043 Diversion at Soledad
This project proposes constructing extraction facilities at the Soledad location and pumping the water to the Eastside Subbasin where the water can be infiltrated into the groundwater basin at known pumping depressions and areas of poor water quality. Recharging areas of poor water quality can dilute contaminants already in the water. Projects will assess contaminants in the soil as part of project development to ensure they will avoid groundwater contamination and protect nearby domestic drinking water sources. Groundwater quality would be monitored throughout the project to ensure that it is not worsening. The diversion facility would be sized to provide approximately 6,000 to 10,000 AF/yr. to farmland in the Eastside Subbasin between Soledad and Gonzales.
&&&
9.5.4 Implementation Action G4: Water Quality Partnership
Both the State and the County have committed to a Human Right to Safe Drinking Water. SGMA outlines a specific role for GSAs related to beneficial users of groundwater, including drinking water. This implementation action will help define the unique role for the SVBGSA, not related to specific sustainability metrics. Under this implementation action, SVBGSA will play a convening role by developing and coordinating a water quality partnership (Partnership). There are many efforts to address water quality occurring simultaneously and SVBGSA acknowledges this developing set of policy and implementation actions by the SWRCB. For example, at the State level, the DDW’s Safe and Affordable Funding for Equity and Resilience (SAFER) program is designed to meet the goal of safe drinking water for all Californians. At the local level, the County of Monterey Health Department Drinking Water Protection Service is designed to regulate and monitor water systems and tests water quality for new building permits for private wells.","Page 9-72 / 9.4.4
Page 9-101 / 9.5.4

","
1. Do those projects list potential impacts to water quality? First Project: Yes / Second project: They will develop a plan to review water quality and data gaps
2. Are the projects new, on-going or proposed? First project: Proposed/ Second project: new, developing/ 
3. Are the projects implemented by the GSP or others? First project: SVBGSA and MCWRA/ Second Project: GSP, Regional Water Quality Control Board, local agencies and organizations, water providers, domestic well owners, technical experts, and other stakeholders. 
4. If others, is the GSP coordinating with the others in implementation? Yes
5. Do those Projects list potential impacts to DAC? No
"
Lauren,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,
Lauren,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"Implementation Action G2: GEMS Expansion and Enhancement: SVBGSA will work with MCWRA to expand the existing GEMS Program to cover the entire Eastside Subbasin, which would capture all wells that have at least a 3-inch internal diameter discharge pipe. Program revisions will consider and not contradict related state regulations. Alternatively, SVBGSA could implement a new groundwater extraction reporting program that collects data outside of MCWRA Zones 2, 2A, and 2B. The groundwater extraction information will be used to report total annual extractions in the Subbasin and assess progress on the groundwater storage SMC as described in Chapter 8. Additional improvements to the existing MCWRA groundwater extraction reporting system may include some subset of the following:
• Developing a comprehensive database of extraction wells
• Expanding reporting requirements to all areas of the Salinas Valley Groundwater Basin
• Including all wells with a 2-inch discharge or greater
• Requiring automatically reporting flow meters
• Comparing flow meter data to remote sensing data to identify potential errors and irrigation inefficiencies.",Page 9-99 / 9.5.2,"Somewhat: no details on implementation, and requiring flow meters is merely a possible element of the Implementation Action"
Lauren,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Yes,"Management Action E1: Conservation and Agricultural BMPs: This would be a program to incentivize and/or assist with conservation and agricultural BMPs to reduce groundwater pumping...
...SVBGSA will support existing local agricultural extension specialists with their education and outreach on BMPs that would increase water conservation and decrease pumping. Efforts will promote irrigation practices to reduce water use.
&&
Management Action E2: Fallowing, Fallow Bank, and Agricultural Land Retirement: To reduce groundwater extraction temporarily or permanently, this management action includes 3 actions that could be implemented on an as-needed basis to reduce irrigated land. These actions provide options for voluntary fallowing and land retirement that can be targeted to specific locations that have declining groundwater elevations or high recharge potential, such as floodplains. Water quality and access to drinking water wells will also be considered when deciding where to incentivize fallowing or land retirement.
&&
The primary benefits expected for this management action is reduced Subbasin pumping. This management action is costed for saving 1,000 AF/yr.; however, it could be scaled to any size.
&&
Management Action E3: Pumping Allocations and Controls: Pumping allocations are one approach to managing and controlling pumping. Given limited supply-side options in the Eastside Subbasin, pumping allocations provides a management action to proactively determine how extraction should be fairly divided and controlled if needed.
&&
The primary benefits expected for this management action is that it is another demand-side management tool and would enhance sustainable yield and groundwater elevations. Working within a groundwater budget allows the subbasin to meet its sustainable yield volume.
&&
SVBGSA will work with the Subbasin stakeholders to collect data needed to establish pumping allocations and undertake stakeholder outreach prior to establishing pumping allocations. As part of establishing pumping allocations, SVBGSA will determine whether to implement pumping controls immediately or to establish a trigger based on groundwater conditions, after which controls are implemented.","Page 9-61 / 9.4.10
Page 9-64 / 9.4.11
Page 9-65 / 9.4.11.2
Page 9-67 / 9.4.12
Page 9-69 / 9.4.12.2
Page 9-69 / 9.4.12.3
",Mostly planned for implementation upon finding willing volunteers/landowners. One PMA still needs an implementation trigger.
