Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"UR: Condition that would occur when 25% of the same RMPs exceed the MT for three consecutive spring measurements. &&&
Significant and unreasonable conditions for chronic lowering of groundwater levels were defined by the EAGSA with consideration of local beneficial users. Because the Enterprise Subbasin is, and has historically been, managed sustainably, the EAGSA cannot evaluate the historical dataset to identify a set of conditions or a specific timeframe that would be considered significant and unreasonable. As will be discussed further in this chapter, the EAGSA used the best available science, including numerical modeling, to evaluate potential future conditions that would be considered significant and unreasonable due to inferred impacts to beneficial users. The description of significant and unreasonable conditions is as follows: Chronic lowering of groundwater levels that would cause significant and unreasonable reduction in the long-term capacity of domestic, agricultural, industrial, or municipal wells due to wells being dewatered or experiencing significantly higher lift, or reduction in beneficial environmental uses during the planning and implementation horizon of this GSP.
&&&
Effects on Beneficial Users
 If undesirable results from chronic lowering of groundwater levels were to occur, beneficial users could  potentially experience reduced well yields, increased pumping costs, financial burden to construct new or modify existing wells, or reduction in crop and/or GDE health.
&&&
Identification of Undesirable Results
There are 48 RMPs in the Enterprise Subbasin; therefore, undesirable results may occur when 12 of the RMPs violate the MTs. The process of evaluating the presence of undesirable results will be as follows.  The EAGSA will download the annual groundwater-quality dataset from the GAMA website. The groundwater quality data for the RMPs will be compared to the MCLs or SMCLs.  If there are exceedances of the MCLs or SMCLs, the location and chemical will be compared to Table 6-6 to assess whether the exceedances are new (new chemical or new RMP). If the exceedances occur for chemicals identified as an existing impairment 752 in Table 6-6, the EAGSA will conclude that undesirable results are not present.  If the exceedance is for a chemical or well not identified in Table 6-6, the EAGSA will further evaluate whether the previous sample violated the MT (that is, if a given sample is the first or second MT violation). – If it is determined that this is the first MT violation, the chemical or well will be flagged for further evaluation following the next sampling event. – If it is determined that this is the second consecutive MT violation, the EAGSA will evaluate whether there are such violations at the same other 11 RMPs. – If the same 12 RMPs violate MTs for two consecutive sampling events, the EAGSA will conclude that undesirable results are present, and additional actions will be taken, as described in Chapter 7.
Potential Causes of Undesirable Results
Significant and unreasonable degradation of groundwater quality in the Enterprise Subbasin could potentially result from changes in the rates or locations of groundwater pumping in the subbasin. For example, if the rate of groundwater pumping increases in an area where groundwater pumping did not previously occur (or occurred at lower rates), the direction of groundwater flow in that portion of the subbasin could change, and areas of nearby degraded groundwater could potentially be pulled into areas of unimpaired groundwater. Changes in groundwater flow direction (and direction of groundwater contaminant movement) could also result from changes in locations of groundwater recharge. For example, if an unlined, large surface-water impoundment is constructed, this could result in mounding of groundwater beneath the pond and could change local groundwater flow directions.
&&&
Effects on Beneficial Users
 If undesirable results related to degraded water quality were to occur, this could result in the need for new or changing treatment of drinking water supplies, negative impacts on agriculture, or reduction in GDE health.
Significant and unreasonable depletions of interconnected surface water are those which result in adverse effects on beneficial uses and users of interconnected surface water, such as inadequate supply for water rights holders or decreased GDE acreage, within the Enterprise Subbasin and reduced surface water outflow from the Subbasin such that downstream beneficial users in the northern Sacramento Valley are impacted during the planning and implementation horizon of this GSP. Using groundwater-levels as a proxy, undesirable results occur when 25 percent of the same RMPs exceed the chronic  lowering of groundwater level MTs for three consecutive spring measurements.
","Table 6-1
Page 6-6/ 6.3.2.1
Page 6-14 / 6.3.2.4
Table 6-6
Page 6-27 / 6.3.5.4
Page 6-28 / 6.3.5.4","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? GW elevation and GW quality
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) Somehow, they have evaluiated how they set UR, but they haven't specifically mentioned drinking water users in setting UR. 
4. Are all impacts of all COCs described? No"
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed?
"
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes?
3. Are impacts to Tribes well analyzed?
"
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"UR: Condition that would occur when 25% of the same RMPs exceed the MT for three consecutive spring measurements. &&&
Significant and unreasonable conditions for chronic lowering of groundwater levels were defined by the EAGSA with consideration of local beneficial users. Because the Enterprise Subbasin is, and has historically been, managed sustainably, the EAGSA cannot evaluate the historical dataset to identify a set of conditions or a specific timeframe that would be considered significant and unreasonable. As will be discussed further in this chapter, the EAGSA used the best available science, including numerical modeling, to evaluate potential future conditions that would be considered significant and unreasonable due to inferred impacts to beneficial users. The description of significant and unreasonable conditions is as follows: Chronic lowering of groundwater levels that would cause significant and unreasonable reduction in the long-term capacity of domestic, agricultural, industrial, or municipal wells due to wells being dewatered or experiencing significantly higher lift, or reduction in beneficial environmental uses during the planning and implementation horizon of this GSP.
&&&
Effects on Beneficial Users
If undesirable results from chronic lowering of groundwater levels were to occur, beneficial users could potentially experience reduced well yields, increased pumping costs, financial burden to construct new or modify existing wells, or reduction in crop and/or GDE health.
&&&
6.3.4.5 Undesirable Results
Undesirable results for depletions of interconnected surface water in the Enterprise Subbasin are defined as: Significant and unreasonable depletions of interconnected surface water are those which result in adverse effects on beneficial uses and users of interconnected surface water, such as inadequate supply for water rights holders or decreased GDE acreage, within the Enterprise Subbasin and reduced surface water outflow from the Subbasin such that downstream beneficial users in the northern Sacramento Valley are impacted during the planning and implementation horizon of this GSP. Using groundwater-levels as a proxy,  undesirable results occur when 25 percent of the same RMPs exceed the chronic lowering of groundwater level MTs for three consecutive spring measurements.
&&&
Effects on Beneficial Users
 If undesirable results related to degraded water quality were to occur, this could result in the need for new or changing treatment of drinking water supplies, negative impacts on agriculture, or reduction in GDE health.
Significant and unreasonable depletions of interconnected surface water are those which result in adverse effects on beneficial uses and users of interconnected surface water, such as inadequate supply for water rights holders or decreased GDE acreage, within the EnterpriseSubbasin and reduced surface water outflow from the Subbasin such that downstream beneficial users in the northern Sacramento Valley are impacted during the planning and implementation horizon of this GSP. Using groundwater-levels as a proxy, undesirable results occur when 25 percent of the same RMPs exceed the chronic  lowering of groundwater level MTs for three consecutive spring measurements.
&&&
","Table 6-1
Page 6-6/ 6.3.2.1
Page 6-14 / 6.3.2.4
Page 6-18 / 6.3.4.1
Page 6-21 / 6.3.4.5
Page 6-28 / 6.3.5.4","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? GW elevation, ISW and Quality
3. Are impacts to GDEs well analyzed? Somewhat, the analysis on impacts needs to be well analyzed.
"
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"
6.3.5.3 Minimum Thresholds
The MTs for degraded water quality are zero additional exceedances for any chemical that has an ​established MCL or SMCL at the RMPs. The following sections describe the MTs for degraded water quality pursuant to § 354.28, Minimum Thresholds 
&&&
6.3.5.2 Measurable Objectives
As described in Chapter 8 Plan Implementation, there are 48 water quality RMPs in the Enterprise Subbasin. The groundwater quality data for these locations (SWRCB, 2020a) were evaluated to determine which chemical constituents exceeded state or federal drinking water standards (that is, MCLs or SMCLs) through the current period (prior to 2018). The SMC for degraded water quality focus on drinking water standards, as agricultural groundwater use is limited in the subbasin. Table 6-6 summarizes this
information, including the location name, the chemical constituents that exceeded the drinking water standard through 2018, the number of times that a drinking water standard was exceeded, and whether or not the exceedances are considered an existing impairment. The EAGSA has established the MOs for degraded water quality in the Enterprise Subbasin as the existing distribution of groundwater impairments (i.e., no change from current conditions).
&&&","Page 6-22 / 6.3.5.3
Page 6-22 / 6.3.5.2
Table 6-6
Table 6-7","1. Are MT and MO set for COCs? yes
2. Do they set MT and MO for all COCs? not for all, they mention, arsenic, iron, manganese, Nitrate, Radon-222(Table 6-6 & 6-7), radon-222 wasn't in COC in basin settings section"
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"6.3.5.3 Minimum Thresholds 
The MTs for degraded water quality are zero additional exceedances for any chemical that has an ​established MCL or SMCL at the RMPs. The following sections describe the MTs for degraded water quality pursuant to § 354.28, Minimum Thresholds","Page 6-22 / 6.3.5.3
Table 6-6
Table 6-7","1. Are MT set at MCL level for COCs? They have set MT: if new chemical exceeds the MCL/SMCL lvl, 
2. Are all MT set at MCL level? No

"
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Yes,"How Minimum Thresholds May Affect the Interests of Beneficial Uses and Users of Groundwater or Land Uses and Property Interests Beneficial users of groundwater in the Enterprise Subbasin include the following:  Beneficial users of groundwater in the Enterprise Subbasin include the following: Water purveyors that use groundwater as public supply, Small water systems that use groundwater as public supply, Private domestic, agricultural, and industrial groundwater users, Ecological users. The MTs for chronic lowering of groundwater levels were compared to the range of public and private well depths in the Enterprise Subbasin to evaluate whether the selected MTs are reasonably protective of these beneficial users. This check was done to ensure that the MTs maintain operability for a substantial percentage of private and public wells. The proposed MTs for chronic lowering of groundwater levels do not necessarily protect all wells, because it is impractical to manage a groundwater basin in a manner that fully protects the shallowest wells. The first step in evaluation of potential effects of the selected MTs on public, private, and industrial groundwater users was to evaluate the distribution of these well types in the Enterprise Subbasin. The statewide well completion dataset (CNRA, 2020b) was queried to identify well locations within the subbasin that have total well depth information. An additional safety factor of 10 feet was included to ensure there is sufficient water column above the bottom of a given well to maintain operability. The distribution of public and private wells was then compared to the November 2069 projected groundwater elevations from the Increased Groundwater Use Scenario. This was considered to be an appropriate comparison for the following reasons: As shown in Table 6-2, the MTs for the majority of RMPs are based on the minimum projected groundwater elevation from the Increased Groundwater Use Scenario. The minimum projected groundwater elevation for a majority of the RMPs occurs in November 2069. For RMPs where the minimum projected groundwater elevation did not occur in November 2069, the difference between the minimum projected groundwater elevation and the November 2069 groundwater elevation was generally less than 1.5 feet (that is, at these RMPs, the November 2069 groundwater elevation was less than 1.5 feet higher than the minimum projected groundwater elevation). The comparison showed that if groundwater levels consistent with those projected in November 2069 under the Increased Groundwater Scenario were to occur, then:  82 percent of domestic wells in the Enterprise Subbasin would have at least 10 feet of water in them. 83 percent of industrial, irrigation, or agricultural wells in the Enterprise Subbasin would have at least 10 feet of water in them.  95 percent of public supply wells in the Enterprise Subbasin would have at least 10 feet of water in them. Many wells included in the statewide dataset are located within water purveyor service areas, and many wells have relatively old (pre-1960) construction dates. These observations, coupled with a lack of well abandonment/destruction information, result in uncertainty in the reliability of the reported number or location of private and public wells for the purpose of assessing potential impacts on these wells. For example, the average total depth of a domestic well in the Township/Range/Section that contains RMP well Columbia is approximately 10 feet higher than the MO (the average of current measured groundwater elevations at the Columbia well). This would suggest that if there were domestic wells in this area with the “average” construction, they would currently be dry. Although there is uncertainty in the well construction dataset, these are the best available data with which to evaluate potential effects of MTs on groundwater groundwaterpumpers in the subbasin at this time. Additionally, MTs will be re-assessed at a minimum frequency of 5 years during GSP implementation to determine if they are still appropriate given the new monitoring data that will be collected between 5-year assessments.

&&&
How the Minimum Threshold Will Be Quantitatively Measured
The process for evaluation of chronic lowering of groundwater-level MTs is as follows: Groundwater levels will be collected from all wells in the monitoring network at least twice per year, during seasonal high and seasonal low conditions. Spring groundwater-level measurements will be used to evaluate MTs at the RMPs.  The spring groundwater elevations will be evaluated to assess whether MTs were violated. If there are violations of the MTs, then: – The number of RMPs with violations will be noted. – The location of RMPs with violations will be noted. The data from the previous years will be evaluated to determine whether there were violations of the MTs at the RMPs during consecutive previous years.
&&&
6.3.5.3 Minimum Thresholds
The MTs for degraded water quality are zero additional exceedances for any chemical that has an established MCL or SMCL at the RMPs.
&&&
How Minimum Thresholds May Affect the Interests of Beneficial Uses and Users of Groundwater or Land Uses and Property Interests Beneficial users of groundwater in the Enterprise Subbasin include the following: 
Water purveyors that use groundwater as supply Small water systems that use groundwater as supply Private domestic, agricultural, and industrial groundwater users Ecological users . As discussed in Chapter 3, groundwater quality in the Enterprise Subbasin is generally very good. Localized areas of impairments associated with environmental contamination sites (such as gas stations) are being cleaned up and regulated by federal, state, or local agencies. As shown in Table 6-6, contaminants associated with these sites (such as fuel-related compounds) have not been identified in any of the RMPs at concentrations exceeding the MCLs. If these future groundwater samples from RMPs exceed the MCLfor such chemicals, this would be considered a violation of the MT and may lead to additional actions by the EAGSA, as described in Chapter 7. With the exception of nitrate, the other chemicals listed in Table 6-6 are naturally occurring (that is, a function of the rock or sediment type that makes up the aquifer). Beneficial users of groundwater in the subbasin have been managing these chemicals (such as through blending of water) and will continue to do so in the future. If undesirable results occur, the EAGSA may take additional actions, as described in Chapter 7. Additionally, the EAGSA will periodically re-evaluate the MOs and MTs and will revise as necessary. For example, if legal limits are established for new chemicals or if existing limits for a given chemical are changed, the EAGSA will assess and update the MOs and MTs to incorporate the new regulatory information.

","Table 6-2
Page 6-9 / 6.3.2.3
Page 6-13 / 6.3.2.3
Figure 6-3
Table 6-2
Appendix F
Page 6-26 / 6.3.5.3","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? Yes

"
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
"
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Yes,"How Minimum Thresholds May Affect the Interests of Beneficial Uses and Users of Groundwater or Land Uses and Property Interests Beneficial users of groundwater in the Enterprise Subbasin include the following:  Beneficial users of groundwater in the Enterprise Subbasin include the following: Water purveyors that use groundwater as public supply, Small water systems that use groundwater as public supply, Private domestic, agricultural, and industrial groundwater users, Ecological users. The MTs for chronic lowering of groundwater levels were compared to the range of public and private well depths in the Enterprise Subbasin to evaluate whether the selected MTs are reasonably protective of these beneficial users. This check was done to ensure that the MTs maintain operability for a substantial percentage of private and public wells. The proposed MTs for chronic lowering of groundwater levels do not necessarily protect all wells, because it is impractical to manage a groundwater basin in a manner that fully protects the shallowest wells. The first step in evaluation of potential effects of the selected MTs on public, private, and industrial groundwater users was to evaluate the distribution of these well types in the Enterprise Subbasin. The statewide well completion dataset (CNRA, 2020b) was queried to identify well locations within the subbasin that have total well depth information. An additional safety factor of 10 feet was included to ensure there is sufficient water column above the bottom of a given well to maintain operability. The distribution of public and private wells was then compared to the November 2069 projected groundwater elevations from the Increased Groundwater Use Scenario. This was considered to be an appropriate comparison for the following reasons: As shown in Table 6-2, the MTs for the majority of RMPs are based on the minimum projected groundwater elevation from the Increased Groundwater Use Scenario. The minimum projected groundwater elevation for a majority of the RMPs occurs in November 2069. For RMPs where the minimum projected groundwater elevation did not occur in November 2069, the difference between the minimum projected groundwater elevation and the November 2069 groundwater elevation was generally less than 1.5 feet (that is, at these RMPs, the November 2069 groundwater elevation was less than 1.5 feet higher than the minimum projected groundwater elevation). The comparison showed that if groundwater levels consistent with those projected in November 2069 under the Increased Groundwater Scenario were to occur, then:  82 percent of domestic wells in the Enterprise Subbasin would have at least 10 feet of water in them. 83 percent of industrial, irrigation, or agricultural wells in the Enterprise Subbasin would have at least 10 feet of water in them.  95 percent of public supply wells in the Enterprise Subbasin would have at least 10 feet of water in them. Many wells included in the statewide dataset are located within water purveyor service areas, and many wells have relatively old (pre-1960) construction dates. These observations, coupled with a lack of well abandonment/destruction information, result in uncertainty in the reliability of the reported number or location of private and public wells for the purpose of assessing potential impacts on these wells. For
example, the average total depth of a domestic well in the Township/Range/Section that contains RMP well Columbia is approximately 10 feet higher than the MO (the average of current measured groundwater elevations at the Columbia well). This would suggest that if there were domestic wells in this area with the “average” construction, they would currently be dry. Although there is uncertainty in the well construction dataset, these are the best available data with which to evaluate potential effects of MTs on groundwaterpumpers in the subbasin at this time. Additionally, MTs will be re-assessed at a minimum frequency of 5 years during GSP implementation to determine if they are still appropriate given the new monitoring data that will be collected between 5-year assessments.
An assessment of potential effects of the MTs on ecological beneficial users was performed by comparing potential impacts on the extent of GDEs overlying areas of groundwater within 30 feet bgs. Figure 6-5 presents a comparison of the extent of shallow groundwater (depth to water less than or equal to 30 feet bgs) between spring 2018 and a dry month during the projection period under the Increased Groundwater Use Scenario (fall 2069). The latter condition was selected as a conservative estimate of potential depth to water under a multi-year drought and substantially higher than current groundwater pumping within the basin (i.e., a “worst-case” scenario). As shown on Figure 6-5, the lateral extents of groundwater within 30 feet of ground surface in the lower portions of the subbasin where most GDE communities thrive are less in fall 2069 as compared to spring 2018. The total overlying GDE area that was within 30 feet of the water table was approximately 2,170 acres in spring 2018, as compared to approximately 2,050 acres in fall 2069 under the Increased Groundwater Use Scenario. The comparison represents a 5.5 percent  reduction in GDE acreage between a relatively wet climatic period and a very dry climatic period under extremely conservative (and unanticipated) groundwater pumping conditions. Therefore, the selected MTs are considered protective of ecological beneficial users.

&&&
How the Minimum Threshold Will Be Quantitatively Measured
The process for evaluation of chronic lowering of groundwater-level MTs is as follows:
 Groundwater levels will be collected from all wells in the monitoring network at least twice per year, during seasonal high and seasonal low conditions. Spring groundwater-level measurements will be used to evaluate MTs at the RMPs.  The spring groundwater elevations will be evaluated to assess whether MTs were violated. If there are violations of the MTs, then: – The number of RMPs with violations will be noted. – The location of RMPs with violations will be noted. The data from the previous years will be evaluated to determine whether there were violations of the MTs at the RMPs during consecutive previous years.
&&&
Using the information in Table 6-5, the EAGSA evaluated whether the estimated depletions of interconnected surface water would result in significant and unreasonable conditions for beneficial users of surface water. This evaluation resulted in the following conclusions:  Water purveyors that use surface water as supply and other surface water rights holders are not anticipated to be unreasonably affected by the estimated depletions in interconnected surface water. The SWRCB electronic water rights information management system11 includes total point of direct  diversion rights of approximately 525 cfs for the Sacramento River and 12.3 cfs for Little Cow/Cow Creek. If the magnitude of depletion of interconnected surface waters estimated under the Increased Groundwater Use Scenario were to occur, the average annual remaining instream flow is sufficient to meet the point of direct diversion water rights. Downstream surface water users are not anticipated to be unreasonably affected should the magnitude of depletions of interconnected surface water occur given that the reduction in Sacramento River flow exiting the subbasin would likely be within the measurement error of its stream gauge. Ecological users are not anticipated to be unreasonably affected should the magnitude of depletions of interconnected surface water included in Table 6-5 occur. As shown on Figure 6-5, the GDE acreage overlying areas of shallow groundwater is 5.5 percent smaller as projected under the extreme low groundwater conditions in the Increased Groundwater Use Scenario (fall 2069) compared to seasonal high groundwater conditions during the current period (WY 2018). Additionally, because the estimated depletion of interconnected surface water in the Sacramento River is projected to be within the measurement error of its stream gauge, aquatic species (such as salmon) would not be affected.

&&&

","Table 6-2
Page 6-9 / 6.3.2.3
Page 6-13 / 6.3.2.3
Page 6-20 / 6.3.4.2
Figure 6-3
Appendix F
Table 6-5
","1. Do they mention impact of groundwater elevation MT on GDEs? Yes
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? Yes

"
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? NO
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
"
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for WQ MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? NO
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs?

"
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"A subset of wells in the existing monitoring well network was selected to serve as RMPs for groundwater quality in the Enterprise Subbasin. Table 5-2 presents information regarding the existing groundwater quality monitoring wells such as monitoring entity, well type and depth, period of record, and whether the well has been retained as an RMP. In general, RMPs include most of the existing monitoring network; however, some wells were omitted because they have been sampled fewer than three times throughout the period of record and are considered to have insufficient data with which to reliably characterize groundwater quality conditions or are part of a monitoring program that lacks a designated sampling frequency.

&&

As shown in Table 5-2, 48 of the 60 groundwater quality sampling locations are included as RMPs for the Enterprise Subbasin. Based on the well density guidance presented in Section 5.3.3, this equates to 50 wells per 100 square miles included in the groundwater quality RMP network. The density of wells included in the RMP network is adequate for tracking groundwater quality conditions to assess SMCs, based on well density criteria ranging from 0.2 to 10 wells per 100 square miles (Heath, 1976; Sophocleous, 1983; Hopkins, 1994). As discussed in the next section, groundwater quality sampling frequency varies by well. This means that the number of RMPs sampled in a given year will vary; however, a significant number of RMPs in the subbasin is providing adequate coverage to assess potential changes to the geographic location of areas of affected groundwater quality.","Page 5-5 / 5.6.2

&&

Page 5-7 / 5.6.3

Figure 5-2","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Table 5-2, Well name, section 5.6.2
2. How many WQ RMS were we able to map? (all, some, none) All
3. Of those mapped, was there a well within 1 mile of DACs? Very minimal WQ RMS within 1 mile of DAC block groups. Area right of Redding has many DAC block groups but little to no representation from WQ RMS. 
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Good representation of drinking water from WQ RMS. There is one area with a lot of drinking water wells that lacks WQ RMS within 1 mile though. 

View Map Here: https://drive.google.com/drive/u/1/folders/1x70OrsI6GKb6t9amA2jJxxFgXYDEoyy2

"
