Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Historical water levels, well construction details, projected domestic, municipal/ industrial and agricultural groundwater demands, and projected water level declines were analyzed during the selection of the measurable objectives for chronic declines in groundwater levels, groundwater in storage, and land subsidence related to groundwater withdrawal. The water level measurable objectives, which are 50 feet higher than the water level minimum thresholds, provide a reasonable margin of operational flexibility under adverse conditions, by allowing for changes to groundwater production to occur before the water levels reach an elevation at which undesirable results would occur. The water level measurable objectives are approximately equal to or higher than historical low groundwater levels at five of the seven RMPs in the Plan Area (Figures 3-4 through 3-10)
 EMWD currently partners with the Army Corp of Engineers, State Water Resources Control Board, the Metropolitan Water District of Southern California, and the U.S. Bureau of Reclamation to address non-point source contamination in the Perris South and Menifee GMZs through the operation of the Perris South Desalination Project. In addition, EMWD works closely with the State Water Resources Control Board and the Santa Ana Regional Water Quality Control Board throughout operation, and future implementation, of groundwater desalination efforts in the Plan Area. Current operations of the project utilize a network of 15 groundwater extraction wells to remove brackish groundwater from the Basin in an effort to: (1) reduce the areal coverage of TDS concentrations that exceed 1,000 mg/L, (2) prevent migration of contaminated water into the potable aquifer, (3) restore beneficial uses, and (4) expand local water supply reliability. To achieve these goals, EMWD extracts brackish groundwater from across the Perris South and Menifee GMZs and treats the brackish water at the Perris I and Menifee desalination facilities (desalters) located in the City of Menifee. The Perris I and Menifee desalters produce up to 8 MGD of potable water from locally derived brackish groundwater. 
 EMWD is currently in construction for an expansion to their desalination programs with a third desalination plant, the Perris II ROTF, located in the city of Menifee. The Perris II ROTF is anticipated to expand EMWD’s brackish water treatment capacity by 5.4 MGD. The Perris II ROTF will further enhance EMWD’s remedial efforts to address contamination, and migration, of TDS, nitrate, and perchlorate in the Perris South and Menifee GMZ. 
 EMWD anticipates that operation of the Perris II ROTF will address brackish water contamination along the border of the Perris South GMZ and Lakeview GMZ (EMWD 2019b). Remedial actions in this area directly impact EMWD’s ability to reach water quality measurable objectives at the five wells located in the Lakeview GMZ. To address contamination in this region, EMWD aims to produce up to 4,000 AFY of potable water from the Plan Area’s brackish water zone by 2023 (EMWD 2019b). Through operation of the Perris II ROTF, EMWD aims to remove up to 734 million pounds of salts from the Plan Area via brine discharge. 
 EMWD works closely with the State Water Resources Control Board and the Santa Ana Regional Water Quality Control Board throughout operation, and future implementation, of groundwater desalination efforts in the Plan Area. EMWD’s desalination efforts are part of a larger, regional effort to manage groundwater salinity and restore beneficial use in the Santa Ana River Basin (RWQCB 2019). Because EMWD’s operation of this program is overseen by the Santa Ana RWQCB, separate interim milestones for water quality degradation were not established as part of this GSP.
 .","18 / 3.4
 
 pg 3-20, 3.4.3","1. Does the GSP mention Drinking Water Users for water quality MO? Yes
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? Somehow

They have desalinationprojects in plan area, to remove brakish GW from the basin to lower the TDS and prevent migration of contaminant water in potable aquifer. I would still like to see more explanation on Nitrate.
",
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs? No

",
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for ISW MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs? NA

",
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,"Measurable objectives for interconnected surface water and groundwater were not established for the Plan Area because there is no known significant groundwater production within a mile of any of the potential GDEs identified in the Natural Communities Commonly Associated with Groundwater database (see Sections 2.4.7 Groundwater Dependent Ecosystems and 3.2.6 Interconnected Surface Water). If future groundwater production in the Plan Area is planned within one mile of the identified potential GDEs, additional characterization of interconnected surface water, and subsequent reassessment of interconnected surface water measurable objectives, may be required. ",3.4.6 (p. 3-21),"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs? No

",
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,,,"1. How were WQ RMS listed? (CASGEM ID, lat/long, described) 
2. How many WQ RMS were we able to map? (all, some, none) 
3. Of those mapped, was there a well within 1 mile of DACs? 
4.Of those mapped, was there a well within 1 mile of Tribes? 
5. Of those mapped, was there a well within 1 mile of domestic wells?",
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,"Table 3-1
Figure 3-1","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described)
2. How many Elevation RMS were we able to map? (all, some, none)
3. Of those mapped, was there a well within 1 mile of DACs?
4.Of those mapped, was there a well within 1 mile of Tribes?
5. Of those mapped, was there a well within 1 mile of domestic wells?",
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",No,"Surface waters within the Plan Area are not connected to groundwater (see Section 2.4.6 Groundwater-Surface Water Connections), and no known groundwater production occurs within one mile of the potential GDEs identified in the NCCAG database. Therefore, specific sustainability criteria for interconnected surface water have not been defined in this GSP and no specific monitoring for depletion of interconnected surface water is required. However, surface water flows will continue to be monitored as described in Section 3.5.2.2 Surface Monitoring Conditions. ",3.5.3.5 (p. 3-30),"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? no
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no",
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",No,,,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? no",
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",No,,,"1. Do they identify explicity beneficial users?  No
2. Do they describe the impact or benefit to the users identified? No
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? 
4. Are the projects proposed, ongoing?
5. Are the projects implemented by GSA or others?

Does not explicitly describe benefits or impacts that projects may have on DACs, GDEs, Tribes, Drinking water users
",
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,,,"1. Are there projects that involve groundwater recharge? No
2. Do those projects list explicit benefits to DACs? No
3. Are the projects new, on-going and proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
",
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed? No
3. Is the well mitigation program explicitly for drinking water users and DACs? No

There are programs on mitigation of water quality contamination such as EGETS (Table 2-27) but no programs on avoiding loss of drinking water

",
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"Groundwater quality can be maintained or improved by stopping or reversing the northeastward migration of high-TDS groundwater from the Perris South GMZ into the Lakeview GMZ. TDS concentrations at the groundwater quality RMPs would be used to measure the expected benefit to groundwater quality. If TDS concentrations stabilize or decrease at the groundwater quality RMPs, the management action will have adequately prevented further northeastward migration of the high-TDS groundwater.",pg 4-11/ 4.5,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Existing and planned
4. Are the projects implemented by the GSP or others? EMWD
5. If others, is the GSP coordinating with the others in implementation? Not clearly

The GSP identifies the positive impacts to water quality
",
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"Groundwater extractions in the Plan Area have been monitored by EMWD as part of the West San Jacinto Groundwater Management Plan since 1996 (EMWD 1995). In 2018, 57 major extraction wells, or approximately 33% of the wells in the monitoring network, were monitored for groundwater extractions. Of these wells, 43 had meters in 2018. Extraction wells that produce greater than 25 AFY are included in the estimate of the total extraction from the Plan Area, whether they have meters or not. Extractions from wells without meters are estimated by EMWD based on property acreage, crop type, and livestock count (EMWD 2019c). Additionally, private well owners who produce more than 25 AFY of groundwater are asked to submit an Annual Notice of Recordation to EMWD. These notices are used by EMWD to identify differences between estimated and reported groundwater production at private wells.
&&
Currently groundwater extraction volumes are metered at 43 of the 57 major production wells in the Plan Area (EMWD 2019c). Groundwater extractions at the remaining wells are estimated by EMWD based on property acreage, crop type, and livestock count (EMWD 2019c). In order to better characterize the aquifer response to groundwater production, EMWD is planning to require meters be installed (or offer to install meters) on all wells that produce greater than 2AFY from the Plan Area.","
Page 3-26 / 3.5.2.1
Page 3-36 / 3.5.7.2",Not included as a PMA and no detail beyond planning to require meters ,
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Somewhat,"MANAGEMENT ACTION #1 EMWD’s existing and planned groundwater desalter facilities include production wells that are located in two of the five groundwater production areas. This allows EMWD to adjust the volume of groundwater produced in different geographic areas while maintaining the overall flow needed to meet target salt removal goals and anticipated consumer demand. If the concentrations of TDS in the groundwater begin to approach the minimum threshold at three of the five groundwater quality RMPs, EMWD may need to increase groundwater production south and west of the RMPs to reverse the groundwater flow direction and maintain hydraulic control of the TDS plume in the Lakeview GMZ. If groundwater elevations decline at a rate that exceeds the projected rate of decline and water levels begin to approach the minimum thresholds for groundwater elevation at one or more of the RMPs, EMWD can shift production from one groundwater production area to another in order to allow groundwater elevations to recover in the impacted production area. Additionally, if groundwater levels in multiple groundwater production zones are approaching the minimum thresholds at the relevant RMPs, EMWD could reduce its overall groundwater production from the Plan Area, in order to allow groundwater elevations to recover.  
&&
This management action would be implemented if groundwater levels approach the minimum threshold groundwater elevation at one or more groundwater level RMPs.
&&
There is no specific implementation schedule for this management action as future groundwater level projections suggest this management action will not be required. EMWD has the ability to implement this management action within six months of determining that one of the criteria for implementation described in Section 4.1.3 has been met.
&&
 In the event that groundwater production rates approximately equal or exceed the estimated sustainable yield of the Plan Area, the Board of Directors for the West San Jacinto GSA may develop a groundwater allocation for the Plan Area. Any groundwater allocation would be developed in conjunction with the stakeholders in the Plan Area, and would be anticipated to incorporate historical groundwater production from existing stakeholders and EMWD. After development of the groundwater allocation, the West San Jacinto GSA would work to develop a fee structure for groundwater production in excess of the allocated amounts. This management action would be developed with stakeholder input after the GSP is adopted. ""","Page 4-2 / 4.1
Page 4-3 / 4.1.3
Page 4-3 / 4.1.6
Page 4-7 / 4.3",,
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Somewhat,"In the event that groundwater conditions within the Plan Area warrant additional management by the West San Jacinto GSA, the GSA may impose a replenishment fee, or a water purchase / pumping offset fee for groundwater users in the Plan Area. In the case of the replenishment fee, the fees would be used to develop and support projects that would increase recharge, and therefore increase the sustainable yield in the Plan Area. Alternatively, purchase / pumping offset fees would be used to purchase additional imported water to meet EMWD customer demands, while offsetting EMWD groundwater use. It should be noted that the majority of EMWD groundwater extraction wells are linked to regional efforts to improve groundwater quality and restore beneficial uses of groundwater in the Plan Area. Therefore, while purchasing imported water may be an option to offset some EMWD production, such a program could interfere with EMWD’s strategic goals to improve water quality in the Plan Area. 
&&
 If groundwater elevations begin to approach the groundwater level minimum threshold at well EMWD 74, EMWD will assess the feasibility of delivering recycled water to private groundwater producers in the Menifee Production Area, in order to offset their groundwater pumping, and to allow groundwater levels in the aquifer to recover. EMWD has recycled water infrastructure that may allow for recycled water deliveries to private producers but, because groundwater elevations in the Menifee Production Area have been stable or rising over the last 30 years, a feasibility analysis that includes a comprehensive analysis of the engineering required to complete the delivery system, and a cost per acre foot of water has not yet been conducted. ","Page 4-4 / 4.2
Page 4-8 / 4.5",,
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",No,"The increasing annual change in storage in the Plan Area estimated with the SJFM-2014 and rising water levels observed throughout the Plan Area indicate that the Plan Area is not in overdraft (see Sections 2.4.1 Groundwater Elevation Data, 2.4.2 Estimated Change in Storage, and 2.5.3 Change in Annual Volume of Groundwater in Storage; Appendix H). The Hemet-San Jacinto groundwater management area was entered into the Stipulated Judgement Case No. RIC 1202724 on April 18, 2013 in response to groundwater overdraft within the Hemet- San Jacinto Management Area. The Stipulated Judgement estimated that the Hemet-San Jacinto groundwater management area was experiencing an overdraft of approximately 10,000 AFY. The Watermaster for the Hemet-San Jacinto Groundwater Management Area was created in April 2013. The Watermaster oversees implementation of the Stipulated Judgement and is the decisionmaking body for the Hemet-San Jacinto Management Area.",Page 2-101 / 2.5.4,Overdraft mitigation stated to be overseen by the Watermaster; overdraft mitigation not mentioned in any PMAs,
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,,,,
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Somewhat,"Projected water levels calculated using the SJFM-2014 indicate that future operations of the Plan  Area will result in groundwater level declines in the Moreno Valley Production Area, North Perris  Production Area, South Perris Production Area, and Menifee Production Area (Figures 3-4 through  3-10). Under the Future Baseline, and the Future Baseline with Climate Change (2030 and 2070  change factors) scenarios, the SJFM-2014 predicts that groundwater elevations in the RMPs will  decline at rates that range from 0.3 feet per year (Figure 3-7) to approximately 2.2 feet per year (Figure 3-4). Groundwater elevations are projected to remain above historical low conditions in  all the Production Areas, except the Menifee Production Area. Although projected groundwater  elevations in the Menifee Production Area may be as much as 75 ft lower than the historical low  water level, they remain above the established minimum thresholds throughout the future  simulations at all seven of the water level RMPs, including those in Menifee (Figure 3-4). Therefore, chronic lowering of groundwater levels is not anticipated to occur within the Plan Area. ",Page 3-12 / 3.3.1,"Impacts of climate change on groundwater level acknowledged, but GSP states that minimum thresholds will not be crossed",
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Yes,"EMWD has worked with the Santa Ana Regional Water Quality Control Board (RWQCB) to address areas in which TDS and nitrate concentrations exceed the Basin Plan Objectives, by extracting brackish groundwater and treating it at the Perris and Menifee desalters. EMWD is expanding its existing desalters and constructing additional desalter facilities that will both improve the water quality in the Plan Area in areas where high TDS groundwater could migrate into areas with potable groundwater (See Chapter 2).",Page 3-1 / 3.1,,
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,5,,,,
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,No,,,Implementation for all PMAs based on crossing a threshold/exceeding SY,
