Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
Becky,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",Yes,"An additional 4,020 acres of potential GDEs in the Basin Foothills subarea have unknown GDE status. In this eastern part of the Basin, the DTW is highly variable making it difficult to reliably delineate between areas where DTW is less than or greater than 30 ft bgs. Accordingly, these areas were conservatively assumed GDEs.","Page 126 / 9.7

Figure GWC-17

Figure 11 - appendix L","1. Is there a map AND description of pGDEs? Yes - figure GWC-17a shows all potential GDEs and GWC-17c presents ""confirmed, assumed-confirmed, and conservatively assumed GDEs"". Also, appendix L The plan includes a description the assumed GDEs "
Lauren,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Yes,"Riparian vegetation along stream corridors can uptake surface water directly from the adjacent streams to meet some or all of their demand for water. As shown in Table WB-3, model-calculated riparian ET is 1% of total outflows from the surface water system in the Basin.",Page 143 / 10.2.1,"1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? Yes, as riparian ET
"
Lauren,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",No,"In 2018, the County of Sacramento, City of Rancho Cordova, City of Galt, Sacramento County Water Agency, and the Southeast Connector JPA collaborated on the SSHCP, which is a streamlined permitting process intended to protect and further enhance wetlands and upland habitats from issues related to new development. The SSHCP establishes an interconnected regional preserve system to cover 36,282 acres over the next 50 years and requires all new development projects and building permits to attain approval through the Sacramento County Office of Planning and Environmental Review within the 317,656-acre Planned Area. The SSHCP addresses issues related to urban development, habitat conservation, and agricultural protection throughout the Planned Area. Of particular relevance to the Basin are Groundwater Dependent Ecosystems (GDEs), which must be identified and considered in the development of the GSP.
&&
The Eastview Specific Plan has a section that discusses the relationship between the Specific Plan and the General Plan and demonstrates how the Specific Plan is responding to key policies that are applicable to the Specific Plan area. The following policies outlined in the General Plan Consistency Analysis Section that are related to groundwater are summarized below and included in Appendix C.
• Policy COS-1.1 Flood Control includes deepening Deadman Gulch to increase flood water retention capacity, which would provide groundwater recharge.
• Policy COS-2.2 Wetlands and Riparian Communities Management includes restoration and enhancement of the wetland community along Deadman Gulch, which is within the area of potential GDEs (see Section 9.7 Groundwater Dependent Ecosystems).","Page 63 / 5.2.1
Page 67 / 5.3.1","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Managed Wetlands in the water budget? No, but no mention of managed wetlands in the GSP. There are plans to ""restore and enhance"" some natural wetlands, which might make them managed wetlands, but these plans have not been implemented
"
Lauren,,,Climate Change,1,"Does the GSP incorporate climate change into the projected water budget using DWR change factors or other source? If other, please specify in the Notes. If DWR change factors were used, indicate in the Notes whether the GSP use 2030 factors, 2070 factors, or both?","No: Climate change not incorporated into projected water budget
Somewhat: Use a different climate model other than DWR change factors but description of methodology is unclear
Yes: Climate change is incorporated and methods are clearly stated","water budget, climate change, change factors, 2030, 2070",Yes,"Six projected scenarios were used for this water budget analysis per DWR guidance (DWR, 2018c):
• Current Conditions Baseline Scenario;
• Current Conditions DWR 2030 Central Tendency Climate Change Scenario;
• Projected Conditions Baseline Scenario;
• Projected Conditions American River Basin Study (ARBS) Central Tendency 2070 Climate Change Scenario;
• Projected Conditions DWR Extreme I (drier with extreme warming) 2070 Climate Change Scenario; and,
• Projected Conditions DWR Extreme II (wetter with moderate warming) 2070 Climate Change Scenario.",Page 162 / 10.4.2,"1. Is climate change incorporated? Yes
2. Do they use DWR change factors (climate period analysis), transitory analysis or something else (describe)? DWR factors for 2030 CT and both 2030 extreme scenarios; American River Basin Study for 2070 CT
3. If using DWR climate change factors, do they use 2030, 2070 or both? Both"
Lauren,,,Climate Change,1,"Does the GSP consider multiple climate scenarios (e.g., the 2070 wet and 2070 extremely dry) scenarios in the projected water budget? If there are other scenarios considered in the GSP, please specify in the Notes.","No: Only one climate scenario used
Somewhat: no somewhat for this question
Yes: Multiple climate scenarios used (wet / extremely dry) and provided in projected water budget","projected water budget, 2070",Yes,"Six projected scenarios were used for this water budget analysis per DWR guidance (DWR, 2018c):
• Current Conditions Baseline Scenario;
• Current Conditions DWR 2030 Central Tendency Climate Change Scenario;
• Projected Conditions Baseline Scenario;
• Projected Conditions American River Basin Study (ARBS) Central Tendency 2070 Climate Change Scenario;
• Projected Conditions DWR Extreme I (drier with extreme warming) 2070 Climate Change Scenario; and,
• Projected Conditions DWR Extreme II (wetter with moderate warming) 2070 Climate Change Scenario.",Page 162 / 10.4.2,"1. If they use DWR climate change factors, which scenarios do they use? (central tendency, extreme wet, extreme dry) All scenarios for 2070; only CT for 2030
2. If other than DWR factors, which combination(s) of RCP and GCM do they use?
3. If other than DWR factors, do they use an ensemble of models or single model run?"
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into precipitation inputs for the projected water budget?,"No: Precipitation not adjusted for climate change in inputs for projected water budget
Somewhat: no somewhat for this question
Yes: Precipitation adjusted for climate change either through change factors or other model projections for the projected water budget","projected water budget, precipitation, input",Yes,"Current Conditions DWR 2030 Central Tendency Climate Change Scenario
To estimate the potential effects of climate change on the projected Current Conditions Baseline Scenario, the climate data utilized by the scenario was modified based on the 2030 climate change factors published by DWR (2018). The DWR climate change factors represent spatial variability in historical monthly precipitation and ET records from 1915 through 2011 based on various models of projected climate conditions centered around the years 2030. The analog years 1970 through 2011 were used directly from the DWR data set, and the remaining eight years for the 50-year projection period (2012-2019) were constructed by repeating the change factors provided for years with similar hydrology. Specifically, the climate change factors for 2012-2019 utilized the factors from 1972, 1989, 1987, 1988, 1979, 1982, 1979, and 1986, respectively. The application of the monthly change factors to the 50-year climate record simulated by the model resulted in annual adjustments to precipitation, ET, and streamflow that ranged from 1% to 15%, -5% to 10%, and -10% to 50%, respectively (depending on water year type). These adjustments resulted in an average decrease in ET of 0.3%, an average increase in precipitation of 4%, an average increase in Cosumnes River flows of 2%, and an average increase in Dry Creek streamflows of 18%.
Projected Conditions ARBS Central Tendency 2070 Climate Change Scenario
Potential climate change effects on the projected water budget were evaluated using the 2070 “central tendency” climate change factors established for the ARBS68 (USBR, August 2020). For the 2070 ARBS Central Tendency Climate Change Scenario, the 50-year historical precipitation, ET, and streamflow were adjusted based on the reported factors, and the changes ranged from -32% to +13%,+1% to +13%, and -42% to 25%, respectively (depending on water year type). The adjustments on average resulted in a 6% increase in ET, 3% increase in precipitation, and 12% decrease in streamflow.
Projected Conditions DWR Extreme I 2070 Climate Change Scenario
The DWR Extreme I 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects projected dry conditions with extreme warming. For the Projected Conditions DWR Extreme I 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied between - 10% to -22%, averaging -16% annually; ET change factors varied between +14% to +24%, averaging +19% annually; Cosumnes River streamflow varied between -50% and +26%, averaging -20% annually; and, Dry Creek streamflow varied between -51% and +94%, averaging 12% annually.
Projected Conditions DWR Extreme II 2070 Climate Change Scenario
The DWR Extreme II 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects wetter conditions with moderate warming. For the Projected Conditions DWR Extreme II 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied from up to -6% to +41%, averaging +17% annually; ET change factors varied between +2% to +4%; averaging +3% annually; Cosumnes River streamflow varied between +22% and +433%, averaging +70% annually; and, Dry Creek streamflow varied between +27% and +362%, averaging 127% annually.",Page 165-166 / 10.4.2,
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into evapotranspiration inputs for the projected water budget?,"No: Evapotranspiration not adjusted for climate change in projected water budget inputs
Somewhat: no somewhat for this question
Yes: Evapotranspiration adjusted for climate change either through change factors or other model projections in projected water budgets","projected water budget, evapotranspiration, ET, input",Yes,"Current Conditions DWR 2030 Central Tendency Climate Change Scenario
To estimate the potential effects of climate change on the projected Current Conditions Baseline Scenario, the climate data utilized by the scenario was modified based on the 2030 climate change factors published by DWR (2018). The DWR climate change factors represent spatial variability in historical monthly precipitation and ET records from 1915 through 2011 based on various models of projected climate conditions centered around the years 2030. The analog years 1970 through 2011 were used directly from the DWR data set, and the remaining eight years for the 50-year projection period (2012-2019) were constructed by repeating the change factors provided for years with similar hydrology. Specifically, the climate change factors for 2012-2019 utilized the factors from 1972, 1989, 1987, 1988, 1979, 1982, 1979, and 1986, respectively. The application of the monthly change factors to the 50-year climate record simulated by the model resulted in annual adjustments to precipitation, ET, and streamflow that ranged from 1% to 15%, -5% to 10%, and -10% to 50%, respectively (depending on water year type). These adjustments resulted in an average decrease in ET of 0.3%, an average increase in precipitation of 4%, an average increase in Cosumnes River flows of 2%, and an average increase in Dry Creek streamflows of 18%.
Projected Conditions ARBS Central Tendency 2070 Climate Change Scenario
Potential climate change effects on the projected water budget were evaluated using the 2070 “central tendency” climate change factors established for the ARBS68 (USBR, August 2020). For the 2070 ARBS Central Tendency Climate Change Scenario, the 50-year historical precipitation, ET, and streamflow were adjusted based on the reported factors, and the changes ranged from -32% to +13%,+1% to +13%, and -42% to 25%, respectively (depending on water year type). The adjustments on average resulted in a 6% increase in ET, 3% increase in precipitation, and 12% decrease in streamflow.
Projected Conditions DWR Extreme I 2070 Climate Change Scenario
The DWR Extreme I 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects projected dry conditions with extreme warming. For the Projected Conditions DWR Extreme I 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied between - 10% to -22%, averaging -16% annually; ET change factors varied between +14% to +24%, averaging +19% annually; Cosumnes River streamflow varied between -50% and +26%, averaging -20% annually; and, Dry Creek streamflow varied between -51% and +94%, averaging 12% annually.
Projected Conditions DWR Extreme II 2070 Climate Change Scenario
The DWR Extreme II 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects wetter conditions with moderate warming. For the Projected Conditions DWR Extreme II 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied from up to -6% to +41%, averaging +17% annually; ET change factors varied between +2% to +4%; averaging +3% annually; Cosumnes River streamflow varied between +22% and +433%, averaging +70% annually; and, Dry Creek streamflow varied between +27% and +362%, averaging 127% annually.",Page 165-166 / 10.4.2,
Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Somewhat,"Current Conditions DWR 2030 Central Tendency Climate Change Scenario
To estimate the potential effects of climate change on the projected Current Conditions Baseline Scenario, the climate data utilized by the scenario was modified based on the 2030 climate change factors published by DWR (2018). The DWR climate change factors represent spatial variability in historical monthly precipitation and ET records from 1915 through 2011 based on various models of projected climate conditions centered around the years 2030. The analog years 1970 through 2011 were used directly from the DWR data set, and the remaining eight years for the 50-year projection period (2012-2019) were constructed by repeating the change factors provided for years with similar hydrology. Specifically, the climate change factors for 2012-2019 utilized the factors from 1972, 1989, 1987, 1988, 1979, 1982, 1979, and 1986, respectively. The application of the monthly change factors to the 50-year climate record simulated by the model resulted in annual adjustments to precipitation, ET, and streamflow that ranged from 1% to 15%, -5% to 10%, and -10% to 50%, respectively (depending on water year type). These adjustments resulted in an average decrease in ET of 0.3%, an average increase in precipitation of 4%, an average increase in Cosumnes River flows of 2%, and an average increase in Dry Creek streamflows of 18%.
Projected Conditions ARBS Central Tendency 2070 Climate Change Scenario
Potential climate change effects on the projected water budget were evaluated using the 2070 “central tendency” climate change factors established for the ARBS68 (USBR, August 2020). For the 2070 ARBS Central Tendency Climate Change Scenario, the 50-year historical precipitation, ET, and streamflow were adjusted based on the reported factors, and the changes ranged from -32% to +13%,+1% to +13%, and -42% to 25%, respectively (depending on water year type). The adjustments on average resulted in a 6% increase in ET, 3% increase in precipitation, and 12% decrease in streamflow.
Projected Conditions DWR Extreme I 2070 Climate Change Scenario
The DWR Extreme I 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects projected dry conditions with extreme warming. For the Projected Conditions DWR Extreme I 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied between - 10% to -22%, averaging -16% annually; ET change factors varied between +14% to +24%, averaging +19% annually; Cosumnes River streamflow varied between -50% and +26%, averaging -20% annually; and, Dry Creek streamflow varied between -51% and +94%, averaging 12% annually.
Projected Conditions DWR Extreme II 2070 Climate Change Scenario
The DWR Extreme II 2070 Climate Change Scenario was used to develop a projected water budget scenario which reflects wetter conditions with moderate warming. For the Projected Conditions DWR Extreme II 2070 Climate Change Scenario, the 50-year historical monthly precipitation, ET, and streamflows were adjusted according to DWR’s reported change factors. The precipitation change factors varied from up to -6% to +41%, averaging +17% annually; ET change factors varied between +2% to +4%; averaging +3% annually; Cosumnes River streamflow varied between +22% and +433%, averaging +70% annually; and, Dry Creek streamflow varied between +27% and +362%, averaging 127% annually.","Page 165-166 / 10.4.2
Table WB-3
Table WB-9
Table WB-10
","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? Imported water accounted for in historical/current WB, but not mentioned in projected GW budget"
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,"The Basin is not directly connected to the Pacific Ocean, but its western boundary is adjacent to the Delta which is influenced by the Pacific Ocean. Before human intervention, seawater originating from the Pacific Ocean flowed inland through San Francisco Bay and flooded the vast Delta marshes during dry periods. The gradient was then reversed during the wintertime and during high-runoff periods. Under present-day conditions, surface water management methods are utilized to prevent seawater from reaching far into the Delta and include: (i) hydraulic barriers created by the upstream release of fresh water to repel downstream seawater; (ii) physical barriers, such as low-level dams and gates, which also separate the fresh- and saltwater; and, (iii) physical alterations to the Delta channels to improve flow patterns. Hence, under present-day conditions, the Basin is at little to no risk of seawater intrusion.",Page 111 / 9.3,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Current Conditions Baseline Scenario
In the Current Conditions Baseline Scenario, the groundwater budget components differ from the overall range in uncertainty represented by DWR’s extreme climate change conditions. To maintain consistency between the SASb, the Central Tendency scenario for the Basin also relied on the ARBS data set. historical 20-year average primarily from differences in long-term average rainfall (the average rainfall in the 50-year analog is slightly greater than the 20-year average during WY 1999-2018), and the modelcalculated adjustments to Basin inflows and outflows. These changes resulted in greater percolation and less pumpage, and the net effect was a 400 AFY average annual depletion in groundwater storage. The sustainable yield represented by the Current Conditions Baseline Scenario is 127,500 AFY, which is in the upper range of yields represented by the historical evaluations summarized in Table WB-8 (119,000 to 125,700 AFY).
Current Conditions DWR 2030 Central Tendency Climate Change Scenario
 In the Current Conditions Scenario with 2030 Central Tendency Climate Change, the pumpage decreases relative to the Current Condition Baseline Scenario by 2,200 AFY, resulting in an increase in storage from -400 AFY to 1,400 AFY. Under the 2030 Central Tendency Climate Change Scenario, the sustainable yield is 127,100 AFY.
Projected Conditions Baseline Scenario
In the Projected Conditions Baseline Scenario, the groundwater budget components differ from the Current Conditions Baseline Scenario primarily due to differences in land use and corresponding waterdemand assumptions, whereby urban areas, population, and urban water demands are projected to increase. These assumptions related to land use and water demand projections result in a storage depletion of -1,700 AFY. The sustainable yield represented by the Projected Conditions Baseline Scenario is 126,600 AFY, which is greater than the range represented by the historical summarized in Table WB-8 (119,000 to 125,700 AFY).
Projected Conditions ARBS Central Tendency 2070 Climate Change Scenario
In the Projected Conditions ARBS Central Tendency 2070 Climate Change Scenario, deep percolation decreases and pumpage increases relative to the Projected Conditions Baseline Scenario, resulting in an increase in storage depletion from -1,700 AFY to -10,000 AFY. Under the ARBS Central Tendency 2070 Climate Change Scenario, the sustainable yield is estimated as 127,300 AFY.
Projected Conditions DWR Extreme I 2070 Climate Change Scenario
In the Projected Conditions DWR Extreme I 2070 Climate Change Scenario, projected extreme warming cause a 13% decrease in deep percolation and a 12% increase in pumpage relative to the Projected Conditions Baseline Scenario, resulting in an increase in storage depletion from -1,700 AFY to -18,600 AFY. Under the DWR Extreme I 2070 Climate Change Scenario, the sustainable yield is estimated as 125,700 AFY.
Projected Conditions DWR Extreme II 2070 Climate Change Scenario
In the Projected Conditions DWR Extreme II 2070 Climate Change Scenario, the projected wetter conditions cause an 11% increase in deep percolation and a 16% increase in seepage to streamflow relative to the Projected Conditions Baseline Scenario, resulting in a storage accretion of 3,800 AFY. Under the DWR Extreme II 2070 Climate Change Scenario, the sustainable yield is 134,900 AFY.",Page 166-168 / 10.4.3,Range of SYs given based on projected water budget of each climate scenario used
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"14.1.1. Potential Causes of Undesirable Results
Potential causes of URs related to Chronic Lowering of Groundwater Levels could include increased pumping and/or reduced recharge. Because the current primary use of groundwater in the Basin is for agricultural purposes, increased groundwater pumping could occur if water use per acre on irrigated land increases or if new land is put into agricultural production. Similarly, although groundwater pumping for urban uses is a relatively small share of overall pumping in the Basin, additional urban development (expected within the Basin) could lead to an increase in groundwater use. Reduced recharge could occur due to increased urbanization and agricultural irrigation efficiency climate change which could cause decreased precipitation, and/or increased evapotranspiration (ET), decreased surface water inflows from contributing watersheds, and/or reduced cross-boundary flows.
14.1.2. Potential Effects of Undesirable Results
The primary potential effects of URs caused by Chronic Lowering of Groundwater Levels on beneficial uses and users of groundwater in the Basin is groundwater well dewatering. Well dewatering can be detrimental to wells as it can lead to increased maintenance costs (e.g., well rehabilitation/redevelopment/deepening and/or pump lowering) and reduced well lifespan due to corrosion of well casings and screens. A well impact analysis was conducted as part of MT development (see Section 15.1.2 Domestic Well Impact Analysis). Additional potential effects include increased pumping lift and effects on correlated Sustainability Indicators. Increased pumping lift results in more energy use necessary per unit volume of groundwater pumped and corresponding higher pumping costs, as well as increased wear and tear on well pump motors and reduced well efficiency. Correlated Sustainability Indicators include groundwater storage, land subsidence, and potentially depletion of interconnected surface waters, and degraded water quality, each of which is discussed below and were considered in developing the Sustainable Management Criteria (SMCs) for the Basin.&&&
Undesirable Results occur when MTs are exceeded in 25% or more of the RMW‐WLs (5 out of 19), because of SGMA-related groundwater management, for two (2) consecutive non‐drought years, as determined by DWR’s San Joaquin Valley Water Year Hydrologic Classification Index.&&&
14.4.2. Potential Effects of Undesirable Results
The potential effects of URs caused by Degraded Water Quality on beneficial uses and users of groundwater may include: decreased availability to usable potable water; increased costs to treat groundwater to drinking water standards if used as a potable supply source; increased costs to blend relatively poor-quality groundwater with higher quality sources for drinking water users; and potential reduction in “usable storage” volume of groundwater in the Basin if large areas are impaired to the point that they cannot be used to support beneficial uses and users.&&&
Undesirable Results occur when MTs for a constituent of concern are exceeded in 25% or more of the RMW‐WQ (for example, the MTs for arsenic are exceeded in 4 out of the 14 RMW-WQ), because of SGMA-related groundwater management, for two (2) consecutive non‐drought years, as determined by DWR’s San Joaquin Valley Water Year Hydrologic Classification Index. &&&
Undesirable Results occur when MTs for a constituent of concern are exceeded in 25% or more of the RMW‐WQ (for example, the MTs for arsenic are exceeded in 4 out of the 14 RMW-WQ), because of SGMA-related groundwater management, for two (2) consecutive non‐drought years, as determined by DWR’s San Joaquin Valley Water Year Hydrologic Classification Index.

","Page 186 / 14.1.1
Page 187 / 14.1.2
Page 191 / 14.4.2
Page 192 / 14.4.3","1. Do they mention Drinking water users for UR? Somewhat (They mention the beneficial user is mostly for agricultural use and small percent use it for urban domestic use)
2. Which URs mention Drinking Water Users? Lowering of GW, and GW quality
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) No
4. Are all impacts of all COCs described? No"
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs? No
3. Are impacts to DACs well analyzed?
"
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed?
"
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"Environmental beneficial users of groundwater are addressed related to the Deletion of Interconnect Surface Water Sustainability Indicator as their reliance on the Principal Aquifer is highly uncertain. The shallow groundwater levels near interconnected surface water and the groundwater dependent ecosystem areas (GDEs) are influenced by stage, the exchange of surface- and groundwater, recharge and pumping. As a result, the shallow groundwater levels can be poorly correlated with the groundwater levels at greater depths and greater distances from surface water, and the protection of interconnected surface water relies on its own monitoring network and criteria. &&&
14.6.2. Potential Effects of Undesirable Results
Potential effects of URs from Depletion of Interconnected Surface Water may include impacts to beneficial users of surface water and groundwater. Reduced surface flows can negatively affect permitted diversion points from both the Cosumnes River and Dry Creek. Moreover, environmental users of surface water may be impacted by reduced flows, including surface flows required for fish migration and moisture within the rooting depths of groundwater dependent vegetation. Accordingly, beneficial users of surface water and groundwater, where the groundwater levels in the Principal Aquifer is near ground surface, were both considered by the SMC development for Interconnected Surface Water.&&&
Most of the Cosumnes River and other surface water features in the Basin (for example, Dry Creek) are disconnected from the Principal Aquifer, but likely become connected at lower elevations in the westernmost portion of the Basin, at least for part of some years. For example, available data indicate that portions of the Cosumnes River west of its confluence with Deer Creek may be temporarily interconnected for one or more months during some years (but not all), and for less than the entire year. The westernmost reach of the Cosumnes River is understood to be more regularly interconnected. For the purpose of establishing SMCs, these areas of the Basin are conservatively considered to have “interconnected surface water,” at least for brief time periods, but the actual relationships between surface water and the water table in the underlying Principal Aquifer is complex and considered a data gap in the GSP. Detailed investigation of available vegetation mapping data sets (e.g., Natural Communities Commonly Associated with Groundwater [NCCAG]) and field investigation identified GDE areas in the Basin Plain and Basin Foothills subareas (Appendix L). The investigation confirmed 1,810 acres of GDEs areas (or assumed confirmed when some evaluation criteria were incomplete) in the westernmost portion of the Basin Plain Subarea and where surface water and groundwater are assumed interconnected (see Figure GWC-17).
About 4,000 acres in the Basin Foothills Subarea have unknown GDE status because of one or more significant data gaps, the most influential being the absence of shallow well data to confirm the water table in the Principal Aquifer is accessible to plant roots, and the areas are conservatively assumed to be GDEs. The remaining areas were not considered GDEs owing to the substantial depths to the water table, or because the vegetation relies on surface water or perched groundwater.
As the GSAs work to fill data gaps, the SMCs for interconnected surface water can be revised. As described below in Section 15.6 Minimum Threshold for Depletions of Interconnected Surface Water, different methodologies are used to calculate the MT for the different types of reaches; however, the criteria used herein to define an Undesirable Result refers to the entire RMW-ISW network. Based on the significant and unreasonable effects described above, the criteria for URs for Depletions of Interconnected Surface Water are as follows:
Undesirable Results occur when MTs are exceeded in one or more RMW‐ ISW (1 of 9), because of SGMA-related groundwater management, for two (2) consecutive non‐drought years, as determined by DWR’s San Joaquin Valley Water Year Hydrologic Classification Index.&&&","Page 186 / footnote
Page 194 / 14.6.2
Page 195 / 14.6.3
Appendix L","1. Do they mention GDEs for UR? Yes, ISW
2. Which URs mention GDEs? ISW
3. Are impacts to GDEs well analyzed? Somewhat only for ISW
"
