Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"4.5.1 Locally Defined Significant and Unreasonable Conditions
Locally defined significant and unreasonable conditions were determined based on public meetings and discussions with GSA staff, Advisory Committee members, and the GSA Board. Significant and unreasonable chronic lowering of groundwater levels in the Basin was defined as follows: Chronic lowering of groundwater levels that significantly exceed historical levels or cause significant and unreasonable impacts on beneficial users, such as the following: • Declining groundwater levels that limit the ability of domestic, municipal, or agricultural well owners to access groundwater for beneficial uses (for example, groundwater levels falling below pumping depths of water supply wells), causing significant and unreasonable economic burden on those who rely on basin groundwater • Groundwater levels falling near basin boundaries that indicate impacts on or from neighboring basins • Falling groundwater levels that cause impacts on groundwater-dependent vegetation &&&
4.5.4.2 Potential Causes of Undesirable Results
The potential causes of undesirable results for chronic lowering of groundwater-level results include: • increased groundwater pumping in the Basin leading to chronic groundwater-level declines • a significant reduction in natural recharge as a result of climate change, reduced groundwater and surface water interaction, or other land surface processes If the location and volumes of groundwater pumping change as a result of unforeseen rural residential, agricultural, and urban growth that depend on groundwater as a water supply without supplemental supplies, these increased demands might lower groundwater to undesirable levels. Reduction in recharge or changes in rainfall patterns could also lead to more prolonged periods of lowered groundwater levels than have occurred historically.&&&
4.8.1 Locally Defined Significant and Unreasonable Conditions
COCs were identified based on three criteria:
1. They have an established level of concern such as an MCL or SMCL, or a level that reduces crop production
2. They have been found in the Basin at levels above the level of concern and are routinely analyzed and reported through existing regulatory monitoring programs 3. The occurrence of the COC is extensive throughout the Basin. Based on the review of groundwater quality in Section 3.2.5, three COCs were identified that may affect groundwater supply in the Basin. The COCs include: • Arsenic • Nitrate • Salinity (measured as TDS) There are other point source contaminants found sporadically in the Basin, but these are not regional in extent, are monitored through various other regulatory programs, and consequently SMC are not established in the GSP. New or additional water quality constituents may be identified as potential COCs applicable to the GSP implementation activities through routine consultation and information sharing with other regulatory agencies. The GSA would then consider adding potential COCs and assigning SMC during the 5-year GSP updates.","Page 4-10 / 4.5.1
Page 4-22 / 4.5.4.2
4-36 / 4.8.1","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? Groundwater Elevation
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) They need to have a better numeric explanation on GW elevation. (No mention of GW quality)
4. Are all impacts of all COCs described? Somehow, they have mentioned them and how they chose these COC's, also for boron they mention since they don't monitor it regurly they haven't included in SMC"
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed?
"
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR? NA
2. Which URs mention Tribes? NA
3. Are impacts to Tribes well analyzed?
"
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"4.5.1 Locally Defined Significant and Unreasonable Conditions
Locally defined significant and unreasonable conditions were determined based on public meetings and discussions with GSA staff, Advisory Committee members, and the GSA Board. Significant and unreasonable chronic lowering of groundwater levels in the Basin was defined as follows: Chronic lowering of groundwater levels that significantly exceed historical levels or cause significant and unreasonable impacts on beneficial users, such as the following: • Declining groundwater levels that limit the ability of domestic, municipal, or agricultural well owners to access groundwater for beneficial uses (for example, groundwater levels falling below pumping depths of water supply wells), causing significant and unreasonable economic burden on those who rely on basin groundwater • Groundwater levels falling near basin boundaries that indicate impacts on or from neighboring basins • Falling groundwater levels that cause impacts on groundwater-dependent vegetation&&&
In order to develop this SMC, GSA staff convened two practitioner work groups to provide expert input on (1) mapping GDEs, and (2) development of the SMC for the depletion of ISW. Collectively, these work groups met seven times between July 2020 and March 2021. &&&
4.10.1 Locally Defined Significant and Unreasonable Conditions
Locally defined significant and unreasonable conditions were determined based on public meetings and discussions with GSA staff, Work Group members, Advisory Committee members, and the GSA Board. Significant and unreasonable depletion of ISW in the Basin was defined as follows: Significant and unreasonable depletion of surface water from interconnected streams occurs when surface water depletion, caused by groundwater pumping within the Basin, exceeds historical depletion or adversely impacts the viability of GDEs or other beneficial users of surface water. &&&
4.10.4.1 Criteria for Defining Undesirable Results
The depletion of ISW undesirable result is defined using groundwater levels as a proxy. Per the GSP Regulations, the description of undesirable results is based on a quantitative description of the combination of MT exceedances that cause significant and unreasonable effects in the Basin. For the Basin: An undesirable result occurs if the MT is exceeded at two wells during dry years or at one well during normal and wet years. The different percentages associated with drought years versus non-drought years were selected to help address the concerns expressed by some work group and Advisory Committee members that setting MTs at levels experienced during significant droughts could be detrimental to aquatic species and associated habitat if allowed during future normal and wet years. Placing the different weights on drought and non-drought years helps address the expressed concern by ensuring that during normal/wet years the higher levels of estimated streamflow depletion from drought years are avoided. Exceedances of MTs at a single RMP will require investigation to determine if any actions should be considered to avoid the potential future onset of undesirable results, as described in Section 4.10.4.2.
4.10.4.2 Potential Causes of Undesirable Results
As described in the previous section, many factors influence surface water flows and ISW depletion that are outside the control of the GSA. For undesirable results to occur, the cause of surface water depletion must be related to the extraction of groundwater or other project and management actions implemented for groundwater sustainability, and not due to a lack of precipitation during periods of prolonged drought or surface water diversions under the jurisdiction of the SWRCB.
Undesirable results may occur in the future to GDEs if groundwater-level declines near creeks are caused by groundwater pumping or if there is reduced recharge in the shallow aquifer system.&&&
4.10.4.3 Effects on Beneficial Users and Land Use
If depletions of ISW were to reach undesirable results, adverse effects could include the reduced ability of the stream flows to meet in-stream flow requirements for local fisheries and critical habitat in the Basin. Reduced surface flows can also negatively affect permitted surface water diversions. Consideration of these factors was included as part of SMC development.","Page 4-10 / 4.5.1
Page 4-53 / 4.10
Page 4-54/ 4.10.1
Page 4-60 / 4.10.4.1
Page 4-60 / 4.10.4.2
Page 4-61 / 4.10.4.2
Appendix 4-B
","1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? GW elevation and ISW
3. Are impacts to GDEs well analyzed? Somehow on GW elevation and ISW,. No mention of GDE on GW quality.
"
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Minimum Threshold Based on Number of Wells
Arsenic Two additional supply wells exceed the arsenic MCL of 0.010 mg/L. Nitrate Two additional supply wells exceed the nitrate measured as nitrogen MCL of 10 mg/L. TDS Two additional supply wells exceed the TDS recommended SMCL of 500 mg/L.&&&
4.8.2.3 Development of Minimum Thresholds at Supply Wells
The MTs for degraded water quality for the supply wells are based on the number of additional exceedances of any MCL or SMCL in existing supply wells shown in Table 4-6. Establishing the MT as the number of additional exceedances accounts for wells with previous exceedances, assuming these exceedances will likely continue into the future. The GSA Board selected two as the number of additional supply wells with exceedances to represent the MT. The MT for the number of allowed exceedances is therefore equal to the baseline number of exceedances (calculated as the number of public supply wells with any MCL or SMCL exceedance between 2015 and 2020) plus two additional supply wells with an exceedance. Based on the number of supply wells in the existing water quality monitoring network, the number of existing exceedances since 2015 for each constituent is tabulated in Table 4-7 and the distribution of exceedances are shown on Figures 4-3 through 4-5, along with all of the other supply wells included in the initial RMP network. MT exceedances are based on existing wells only. According to the GSP Regulations, the MTs are based on the same number of supply wells to have exceedances, not necessarily the same wells. The well networks will be reassessed every 5 years to identify any new supply wells that could be added to the monitoring networks. The MT will be increased by one for each new supply well added to the monitoring network with an initial measured concentration exceeding the MCL or SMCL. Additionally, if the MCL or SMCL changes for a GSP-identified COC, the MT should be examined and updated as appropriate.&&&
the MO is to have zero additional supply wells exceeding the applicable MCL or SMCL for any of the COCs.","Table 4-3 thru 4-7
Page 4-39 / 4.8.2.3
Figure 4-3 thru 4-5
 Page 4-45 / 4.8.3
","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Yes for  Arsenic, TDS and Nitrate, not for chloride"
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"Minimum Threshold Based on Number of Wells
Arsenic Two additional supply wells exceed the arsenic MCL of 0.010 mg/L. Nitrate Two additional supply wells exceed the nitrate measured as nitrogen MCL of 10 mg/L. TDS Two additional supply wells exceed the TDS recommended SMCL of 500 mg/L.&&&
the MO is to have zero additional supply wells exceeding the applicable MCL or SMCL for any of the COCs.","
Table 4-6 & 4-7
Page 4-45 / 4.8.3","1. Are MT set at MCL level for COCs? No
2. Are all MT set at MCL level? No, they are set at two additional wells exceeding MCL level.

They have set MO at MCL lvl 

"
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Somewhat,"4.5.2.1 Information and Methodology Used to Establish Chronic Lowering of Groundwater Levels Minimum Thresholds The information used for establishing the MTs for the chronic lowering of groundwater levels sustainability indicator included:• Historical groundwater elevation data • Depths and locations of existing wells • Maps of current and historical groundwater elevation data • Input from stakeholders regarding significant and unreasonable conditions and desired current and future groundwater elevations communicated during public meetings • Results of modeling of future groundwater-level conditions& The MTs were set at each RMP based on the three following primary factors: 1. Review of groundwater-level data and hydrographs to identify the lowest historical groundwater elevation at each RMP after removing any measurements flagged as “questionable measurements” or otherwise anomalous measurements from the datasets.2. Calculation of “well impact depths” in the vicinity of each RMP to identify depths at which the lowering of groundwater levels may impact well users, including domestic, agricultural, public supply, and industrial wells. 3 Calculation of a “drought factor or buffer” to account for reasonably foreseeable future droughts at each RMP with recent groundwater levels that are not below or approaching the above calculated well impact depth.&&&
Calculation of Well Impact Depths
The methodology for incorporating the potential impact on existing well users involved the statistical evaluation of known completion information for water supply wells located within the vicinity of each potential RMP. These statistics were calculated by drawing polygons for each potential RMP area and querying Sonoma Water’s Water Well Database (sourced from DWR’s Online System for Well Completion Reports, Permit Sonoma, and the USGS). Generally, the Basin boundary and midpoints between potential RMPs were used to draw the vicinity areas. In some cases, physical features that appear to have a direct influence on groundwater movement were used as boundaries of the vicinity areas. For each vicinity area polygon, the total number of supply wells, the shallowest supply well total depth, the 95th percentile shallowest supply well total depth, and the average supply well depth were calculated. For each RMP, the analysis included all types of supply wells contained within the datasets (domestic wells, irrigation wells, public supply wells, and industrial wells).&&&
Urban land uses and users. The chronic lowering of groundwater-level MTs protects existing municipal and industrial groundwater users’ ability to meet typical demands by maintaining groundwater levels near current conditions. However, the chronic lowering of groundwater-level MTs does place a practical limit on the acceptable lowering of groundwater levels in the Basin, thus conceptually restricting future levels of municipal pumping in the Basin beyond what is projected in the 50-year baseline scenario without projects to supplement water supplies, or management actions to limit future pumping increases. Should this occur, projects and management actions discussed in Section 6 will be considered for implementation to allow for alternatives to limitations on future municipal pumping.
Domestic land uses and users. The chronic lowering of groundwater-level MTs are established to protect as many rural residential domestic wells as possible. Therefore, the MTs will likely have an overall beneficial effect on existing domestic land uses by protecting the ability to pump from domestic wells within the Basin&&&
The currently available supply wells for monitoring COCs that have an MCL or SMCL are public supply wells. Should domestic wells or agricultural irrigation wells be incorporated into future monitoring programs established by the GSA or other entities, they could also be included in COC monitoring during future GSP updates.&&&
4.8.2.7 Effect on Beneficial Uses and Users
Urban land uses and users. The degradation of groundwater quality MTs is designed to avoid negative effects on groundwater quality associated with implementation of the GSP. Avoiding the degradation of groundwater quality from the identified COCs helps maintain municipal drinking water quality, providing positive benefits to the Basin’s urban water users.
Domestic land uses and users. The degradation of groundwater quality MTs is designed to avoid negative effects on groundwater quality associated with implementation of the GSP. Avoiding degradation of groundwater quality from the identified COCs helps maintain drinking water quality providing benefits for domestic well users.","Page 4-11 / 4.5.2.1
Page 4-14 / 4.5.2.1
Page 4-19 / 4.5.2.4
Table 4-2 
Figure 4-1
Page 4-36 / 4.8.2
Page 4-44 / 4.8.2.7","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? They have done a decent job on GW elevation however, not thorough evaluation on GW quality on domestic beneficial users.

They mention in the beginning of MT for WQ chapter that  do not monitor domestic wells, but later on they mention public drinking water wells are part of their montioring program."
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? NA
2. Do they mention impact of water quality MT on Tribes? NA
2. Do they mention impact of ISW MT on Tribes? NA
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
"
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"Ecological land uses and users. Maintaining groundwater near or above historical levels will maintain the connected nature of groundwater and surface water in the Basin. This will protect GDE habitat and generally benefit environmental land uses and users&&&
4.10.2 Minimum Thresholds
Section 354.28(c)(6) of the GSP Regulations states that “The minimum threshold for depletions of interconnected surface water shall be the rate or volume of surface water depletions caused by groundwater use that has adverse impacts on beneficial uses of the surface water and may lead to undesirable results.” Available data are currently insufficient to directly calculate the rate or volume of surface water depletions from streamflow measurements or reliably estimate depletions from a surface water budget. Quantifying surface water depletion due to pumping is a challenge because (1) it cannot be measured directly; and (2) the influence of surface water depletion by pumping is often obscured by other factors, such as precipitation and runoff, surface water diversions, evapotranspiration, and natural groundwater/surface water interactions. Therefore, groundwater levels are used as a proxy for the rate or volume of surface water depletion for this initial SMC. The use of groundwater levels as a proxy metric for the depletion of ISW sustainability indicator is considered the best available criteria because: • The depletion of ISW is driven by the gradient between the water surface elevation in the surface water body and groundwater elevations in the connected, shallow aquifer system • Groundwater levels are also one of the controlling factors in supporting rooting depths for vegetation-based GDEs • Groundwater levels represent criteria that the GSA has the direct authority to manage within the Basin (for example, compared with stream flows that can be strongly influenced by the factors described in the preceding paragraph, as well as inflows from upland areas outside of the Basin)&&&
4.10.2.1 Information and Methodology Used to Establish Surface Water Depletion Minimum Thresholds
The information used for establishing the MTs and MOs for the depletion of ISW sustainability indicator included: • Frequency of observed or measured streamflow • Comparison of interpolated groundwater levels within the shallow aquifer system and streambed elevations • High frequency groundwater-level observations from shallow monitoring wells located near streams • Map of ISW reaches within the Basin • Map of the distribution of GDEs within the Basin • Input from the practitioner work group for ISW. Appendix 4-2 provides a description of the specific methodology used for developing the SMC for the depletion of ISW sustainability indicator, including (1) the selection of initial RMPs for the depletion of ISW; (2) the current methodology for determining initial MTs and MOs for the depletion of ISW at the RMPs; and (3) the framework for the planned future methodology for refining the MTs and MOs as additional information and data are collected through the adaptive management plan described in the following paragraphs.&&&
Ecological land uses and users. The main benefit of the surface water depletion MTs is to GDEs (primarily aquatic species and riparian vegetation). Maintaining groundwater levels near streams at or above historical low levels helps maintain interconnected conditions and historical levels of baseflow. Better understanding the causal effects of ISW depletion due to groundwater pumping on GDEs and habitat is a primary focus of the early stages of GSP implementation and will be used to refine the MTs in future GSP updates, as appropriate.","Page 4-19 / 4.5.2.4
Page 4-54 / 4.10.2
Pagde 4-55 / 4.10.2.1
Table 4-8
Page 4-58 / 4.10.2.4
Appendix 4-B","1. Do they mention impact of groundwater elevation MT on GDEs? Somehow
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? They need more evaluation and explanation on GW elevation section, they have done a good job on GW ISW, they also have data gaps which they will address
Appendix 4B has methodology behind the ISW section.

"
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
"
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for WQ MO? NA
2. Does the GSP mention Tribes for groundwater elevation MO? NA
3. Does the GSP mention Tribes for ISW MO? NA
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs?

"
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"All of the public supply wells in the existing monitoring programs described in Section 5.2.2 that have been sampled for COCs between 2015 and 2020 are initial RMPs for Degraded Water Quality. This includes 18 wells sampled for arsenic, 30 wells sampled for nitrate, and 13 wells sampled for TDS. The locations of the initial RMPs for each COC are shown on Figure 5-5.",Page 5-13 / 5.3.2,"1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Not listed
2. How many WQ RMS were we able to map? (all, some, none) None
3. Of those mapped, was there a well within 1 mile of DACs? Unable to map but seems like Water Quality RMS are sufficient in DAC
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Unable to map, but seems there are no WQ RMS where drinking water wells are most dense in northern part of the basin"
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"The Groundwater-Level RMP Network, consisting of 11 wells within the Basin, is shown on
Figure 5-4. Three of the Groundwater-Level RMPs are dedicated monitoring wells, five are
private supply wells, and three are inactive municipal wells. Details for wells in the
Groundwater-Level RMP Network, including well construction, well use, and length of
monitoring record, are presented in Table 5-3.
Monitoring frequencies for wells in the Groundwater-Level RMP Network are shown in
Table 5-3. Three of the 10 Groundwater-Level RMP wells are equipped with pressure
transducers for hourly water-level data collection, 6 of the RMP wells are monitored on a
monthly basis, and the remaining 2 RMP wells are monitored semiannually.","Page 5-13 / 5.3.1.2

Figure 5-4","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Table 5-3, Station name
2. How many Elevation RMS were we able to map? (all, some, none) Some
3. Of those mapped, was there a well within 1 mile of DACs? DAC is represented
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? More RMS are needed to represent where drinking water wells are most dense in northern part of the basin"
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"A multi-level groundwater monitoring well adjacent to the Willow Brook at Penngrove Park stream gage planned for installation in 2022 will help to address the northernmost data gap area. The GSA will explore the potential for the installation of additional shallow monitoring wells in the remaining data gap areas and adjacent to existing stream gages that are not already paired with shallow monitoring wells.

&& Refinement of interconnected surface water monitoring network: Following completion of the interconnected surface water and GDE studies and information gathering, improvements to the interconnected surface water monitoring network will be developed. For the purposes of estimating costs, it is assumed that four new dedicated shallow aquifer system monitoring wells would be constructed for the interconnected surface water monitoring network between years 2 and 4 of GSP implementation. Additionally, it is assumed that remote sensing assessments of vegetation health will continue to be performed and reported at key intervals such as the 5-year GSP updates","Page 5-23 / 5.4.2

&& Page 7-10 / 7.2.4.2","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? yes
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no

Installation of shallow wells for ISWs in monitoring network (chapter 5) and implementation (chapter 7)"
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Yes,"Assess the influence of groundwater pumping and groundwater levels on GDE health using available remote sensing tools and datasets. The GDE Pulse web application developed by TNC provides data on long-term temporal trends of vegetation metrics. This information will be integrated with available groundwater-level data and information to assess the relationship between groundwater conditions and GDEs. Conduct field visits as-needed to verify the findings of the remote sensing assessment regarding GDE locations and health. The potential GDEs identified in this GSP will be field verified to ensure that groundwater-dependent communities exist, and that the shallow groundwater is connected to regional aquifers that will be managed as part of this GSP.",Page 7-9 / 7.2.4.1,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? yes"
