Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"4.3.1 Chronic Lowering of Groundwater Levels (§354.26(a),(b),(c))
Chronic lowering of groundwater levels can indicate significant and unreasonable depletion of supply, causing undesirable results to domestic, agricultural, or municipal groundwater users if continued over the planning and implementation horizon. As a clarification, drought-related groundwater level declines are not considered chronic if groundwater recharge and discharge are managed such that groundwater levels recover during non-drought periods. Declining groundwater levels directly relate to other potential undesirable effects as well (e.g., groundwater storage and interconnected surface water). These effects are described in subsequent sections. Effects on well users are described here. As stated in Section 3.0, USLR Subbasin groundwater levels fluctuate seasonally due to the availability of rainfall for aquifer recharge. 2020 groundwater elevations raged from 2,700 ft amsl in the uppermost reaches of the groundwater basin to 250 ft amsl at the downstream end of the USLR Subbasin near the Monserate Narrows (see Figure 3-12). Gradients are steep along the flanks of the Valley (approximately 0.07 ft/ft) and much flatter along the axis of the valley (approximately 0.01 ft/ft to 0.008 ft/ft.). Review of the hydrographs provided on Figures 3-13 and 3-14 indicate that groundwater elevations in Pauma Valley wells have had a generally downward trend from the 1990s, with historically low groundwater elevations during the 2012 to 2016 drought. Groundwater levels have generally increased since 2016 but have not recovered everywhere to pre-drought conditions. Sustainability will be achieved when the seasonal range of groundwater changes remains within a range of elevations that will have no long-term negative impacts on basin pumpers and remain within the sustainable yield through balanced recharge and extractions. Hydrographs in the Pala Valley (Figure 3-14) indicate that groundwater levels have generally been more consistent in the downgradient portions of the USLR Valley Groundwater Subbasin.
&&&
4.3.1.1 Potential Causes of Undesirable Results
Groundwater level has generally declined since the 1990s with periods of recovery beginning in 2004 and 2011. Review of historical groundwater contours indicates that groundwater levels in wells have declined to elevations below the top of well screens of some basin pumpers but, for the most part, have not resulted in the inability to run the wells. At times, the seasonal or annual lowering of groundwater levels in the past has necessitated agricultural users to purchase water for irrigation. Nevertheless, without implementation of sustainability goals to maintain basin operation within sustainable limits (i.e., pumping in excess of sustainable yield), undesirable results could occur in the future.
&&&
4.3.1.2 Potential Effects on Beneficial Uses and Users
Groundwater is a significant source of supply in the Plan Area and supplies wells for agricultural, municipal, industrial, and domestic beneficial uses. Groundwater has been and is being used for a range of beneficial uses, even during drought, and with reasonable operation and maintenance by well owners. Undesirable results in regard to groundwater elevations include the lowering of groundwater levels to a depth where the wells cannot be operated. Significant lowering of groundwater levels can require lowering of pumps and increased energy costs from the additional hydraulic lift. However, the USLR Subbasin is a shallow groundwater basin with generally short well screens and pump settings. Maintainin groundwater levels at the appropriate elevations so as to not result in well production reductions of the
required supply will eliminate the need to change pump settings in the future. As discussed in Section 4.1.1, the current selection of representative monitoring sites (or Key Wells), which were used to define undesirable results and other sustainable management criteria for the basin, was limited to available information collected or supplied during the GSP development process. At the moment, these are largely represented by municipal and agricultural supply wells. It is acknowledged that current sustainability criteria may not be protective of all domestic wells in the basin for which information is largely unavailable. Therefore, additional data will need to be collected following implementation of the GSP to understand where these wells are located, how they operate, and what historical conditions have been in order to determine how beneficial use at these locations can be protected. At the five-year review period, it may be necessary to adjust sustainability management criteria for water levels to accommodate new information about domestic wells and water use.
&&&
4.3.3 Degradation of Water Quality
Degraded water quality can impair water supply and affect human health and the environment. Impacts to drinking water supply wells can result in increased sampling and monitoring, increased treatment cost, use of bottled water, negative impacts on agriculture, and the loss of wells. An overview of groundwater quality in the USLR Subbasin is provided in Section 3.3.4.3. Current ambient for total dissolved solids (TDS) and nitrate (as NO3) – two important indicators of groundwater quality – in Pauma Subbasin is approximately 607 mg/L and 25.8 mg/L, respectively. Figures 3-16 and 3-17 show historical and current water quality measurements for TDS while Figures 3-18 and 3-19 show historical and current water quality measurements for Nitrate (as N). There were insufficient data to characterize ambient groundwater quality in Pala Subbasin. Undesirable Results are defined in the GSP Regulations (§354.26) as occurring when significant and unreasonable effects for any of the sustainability indicators are caused by groundwater conditions occurring throughout the basin. The GSA is not responsible for local problems or degradation caused by others. At present, there are no sites under regulatory clean-up within the basin. Undesirable results then are defined as the degradation of groundwater from current ambient conditions, taken to the be the median concentration of average water quality in wells with at least three water quality readings from 2015 through 2020 (see Section 3.3.4.3). The sustainability goal of maintaining water quality applies to specific well locations as well but tracking trends in ambient basin water quality will allow for an evaluation of general water quality throughout the USLR Subbasin.
4.3.3.1 Potential Causes of Undesirable Results
There is a tendency in groundwater basins towards the general degradation of groundwater quality through time due to irrigation and septic return flows, use of imported water, and evapotranspiration. Therefore, maximizing recharge from natural precipitation may provide the best means of mitigating undesirable results from routine beneficial use.
4.3.3.2 Potential Effects on Beneficial Uses and Users
Further degradation of groundwater quality with respect to TDS and nitrate could cause loss of beneficial use to basin users with regard to landscape and agricultural irrigation due to salinity requirements, expensive treatment of water for municipal and domestic use, and potential increased costs for the few treatment plants that are located within the subbasin.","Page 4-5 / 4.3.1
Page 4-6 / 4.3.1.1
Page 4-6 / 4.3.1.2
Page 4-7 / 4.3.3
Page 4-8 / 4.3.3.1
Page 4-8 / 4.3.3.2","1. Do they mention Drinking water users for UR? yes
2. Which URs mention Drinking Water Users? GW elevation and WQ
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) No they have data gaps
4. Are all impacts of all COCs described? Just mentioned

They have data gaps related to the location where there are domestic wells."
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? No
2. Which URs mention DACs?
3. Are impacts to DACs well analyzed?
"
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? No
2. Which URs mention Tribes?
3. Are impacts to Tribes well analyzed?
"
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"4.3.4 Depletions in Interconnected Surface Water
Since surface water is not a significant source of water supply in the USLR Subbasin, undesirable effects from depletions in interconnected surface water primarily relate to potentially groundwater dependent ecosystems (GDEs). Areas of potentially dependent vegetation were identified in Section 3.3.4.6 through a review of historical imagery and available mapping. During the process of developing sustainability goals for depletions in interconnected surface water, the calibrated USLRGM (see Section 3.3.5.1) was used to delineate the areas of potentially groundwater dependent vegetation to those locations throughout the basin where simulated groundwater levels since 2015 were less than 20 ft bgs. This depth is considered to be the typical extinction depth for most deep-rooted riparian vegetation; most roots of riparian vegetation would not be able to access groundwater resources if groundwater levels were deeper than this threshold. These areas are shown on Figure 3-23.",Page 4-8 / 4.3.4,"1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? lowering of ISW
3. Are impacts to GDEs well analyzed? Somewhat for ISW
"
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"Regarding the first question, TDS and nitrate exceed objective levels in several areas of the Subbasin (see Figures 3-17 and 3-19), even though overall ambient water quality is below basin objectives. Regarding the second question, continued agricultural practices and use of imported water and septic systems in the subbasin may lead to gradual water quality degradation without sufficient amounts of natural recharge to dilute loading from these sources.
As stated in Section 3.3.4.3, basin water quality objectives for TDS and Nitrate as NO3 in Pauma Subbasin are 800 mg/L and 45.0 mg/L, respectively. The sustainability goal—to protect groundwater quality—is to prevent degradation of water quality by maintaining ambient groundwater quality below basin objectives
and maintaining or reducing the percentage of wells with median concentrations exceeding basin objectives. MTs for the degradation of water quality represent basin water quality objectives which also meet state and federal maximum contaminant levels (MCLs) for drinking water.
&&&
4.5.3 Degradation of Water Quality
MOs for the degradation of water quality are to maintain water quality at current ambient conditions. In particular, maintaining TDS and Nitrate as NO3 at current ambient concentrations (607 mg/L and 25.8 mg/L, respectively). Ambient water quality in the Pauma Subbasin is currently below basin objectives. Water quality at individual wells will be evaluated on an annual basis and the ambient water quality will be recalculated to ensure that MOs are maintained across the groundwater basin.","Page 4-11 / 4.4.3
Page 4-13 / 4.5.3","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Yes"
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"As stated in Section 3.3.4.3, basin water quality objectives for TDS and Nitrate as NO3 in Pauma Subbasin are 800 mg/L and 45.0 mg/L, respectively. The sustainability goal—to protect groundwater quality—is to prevent degradation of water quality by maintaining ambient groundwater quality below basin objectives and maintaining or reducing the percentage of wells with median concentrations exceeding basin objectives. MTs for the degradation of water quality represent basin water quality objectives which also meet state and federal maximum contaminant levels (MCLs) for drinking water.",Page 4-11 / 4.4.3,"1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes
They have set nitrate and TDS MT at water quality objectives which also meets MCL

"
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on drinking water users? No
2. Do they mention impact of water quality MT on drinking water users? No
3. Do they use quantitative data to describe the harm of crossing the MT?

"
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
"
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",No,"4.5.4 Depletions in Interconnected Surface Water
Due to the lack of measured observations for surface water flow and groundwater levels near areas of potentially groundwater dependent vegetation, an initial evaluation was made using the calibrated surface water and groundwater model for the USLR. Model-calculated groundwater levels in these identified areas indicate that groundwater levels are within three feet, at, or above ground surface. MOs for the depletion of interconnected surface water would be to maintain seasonal groundwater levels since 2015 in the identified areas with potentially dependent vegetation. Since the current evaluation is limited to model-simulated surface flows and groundwater levels in the areas identified as having vegetation that may be dependent on groundwater, site-specific monitoring of groundwater levels and surface flow gages will be needed to confirm groundwater / surface water interactions. Sustainability management criteria may require refinement following collection of field data.",Page 4-13 / 4.5.4,"1. Do they mention impact of groundwater elevation MT on GDEs? No
2. Do they mention impact of ISW MT on GDEs? No
3. Do they use quantitative data to describe the harm of crossing each of the MT?

"
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
"
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO?No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for WQ MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
2. Does the GSP mention GDEs for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on GDE water needs?

"
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"During the development of the GSP, quarterly groundwater level measurements were obtained from the monitoring network. In addition, 15 or the wells were sampled semi-annually (in March and October 2021) to provide a representation of ambient groundwater conditions in the basin. The wells used for sampling are depicted on Figure 5-2. Monitoring events were conducted by Geoscience and team member SCS Engineers (SCS), and the semi-annual sampling was conducted by SCS Engineers. This section summarizes the proposed monitoring network for on-going monitoring in support of GSP implementation.","Page 5-1 / 5.0

Figure 5-2 Monitoring Well Locations - Water Quality 

","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Table 4-2, well ID
2. How many WQ RMS were we able to map? (all, some, none) None, emailed POC waiting for response
3. Of those mapped, was there a well within 1 mile of DACs? Looking at figure 5-2 and DAC block group data that I mapped, most RMS are not where the DAC block group is on the right side of the basin
4.Of those mapped, was there a well within 1 mile of Tribes? RMS don't seem to be within 1 mile of tribes
5. Of those mapped, was there a well within 1 mile of domestic wells? Looking at figure 5-2 and mapped DWR wells, most of the dense drinking water is within 1 mile of RMS. There are two dense areas in the south east and northern part of the basin that lack RMS within 1 mile


"
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,"The selected representative monitoring sites are the well set represented by the pumpers that have responded to the call to participate in the GSP. These wells are also part of the preliminary monitoring network, for which historical water level and/or water quality trends are known. Figure 1 shows the location of monitoring wells, primarily in the Pauma portion of the USLR with several monitoring wells located in the eastern portion of the Pala Basin. Representative monitoring sites are a subset of the wells in the preliminary monitoring program. These wells were chosen to provide a sufficient distribution throughout the subbasin, have known well construction details, are operational/pumping wells that may be impacted by undesirable results, and have screened intervals representative of alluvial material. Wells were also excluded from representative monitoring sites if there was an issue with historical data and the ability to use it to define sustainability management criteria (e.g., drift in transducer data so that recorded measurements do not represent reality) or the pump setting was below the inferred bedrock surface. The two available monitoring locations in the Pala Portion of the USLR basin (MW-29 and MW-30) did not meet criteria for the selection of representative monitoring sites but will be used to monitor water levels as part of the GSP monitoring program. Table 1 summarizes the available well information for the selected monitoring wells.","Page 2 / 4.1.1

Figure 4-1 Representative Monitoring Sites for evaluating sustainable management criteria","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) Table 4-2, Well ID
2. How many Elevation RMS were we able to map? (all, some, none) None, emailed POC waiting for response
3. Of those mapped, was there a well within 1 mile of DACs? Looking at figure 4-1 and DAC block group data that I mapped, most RMS are not where the DAC block group is on the right side of the basin
4.Of those mapped, was there a well within 1 mile of Tribes? RMS don't seem to be within 1 mile of tribes
5. Of those mapped, was there a well within 1 mile of domestic wells? Looking at figure 4-1 and mapped DWR wells, most of the dense drinking water is within 1 mile of RMS. There are two dense areas in the south east and northern part of the basin that lack RMS within 1 mile"
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Somewhat,"A monitoring well could be added closer to the reservation boundary to provide a monitoring point near the upstream end of the San Luis Rey River within the Pauma Subbasin depending on the availability of land for a new monitoring well.

&& 5.4.4 Depletions of Interconnected Surface Water: The monitoring network will include collection of surface flow and water level data. At a minimum, such data should be collected at the downstream end of the Pala Subbasin, possibly from an existing gauging station. Streamflow monitoring will facilitate evaluation of seasonal and on-going flow along the San Luis Rey River. The monitoring plan will include evaluation of historic and current river/stream flow as compared with historic and current climatic indicators (temperature and rainfall), and historic (to the degree known) and current fluctuations in groundwater levels in the basin.

&& 5.3.2 Surface Water Monitoring: Streamflow data is important to evaluate long term changes in flow and potential depletions ofinterconnected surface water, in this case stream reaches and ponds along the San Luis Rey River within the Pala and Pauma Subbasins. Limited information is available within the Subbasin. At a minimum, monitoring stations could be set up at the upstream end, downstream end, and between the Pala and Pauma Subbasins.","Page 5-2 / 5.3.1

&& Page 5-3 / 5.4.4

&& Page 5-2 / 5.3.2","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? somewhat / no - the plan does say that it could use more monitoring wells, but not explicitly in relation to GDEs or ISWs. The ISW monitoring network section is general and the data gaps are not well identified. The plan does state that there is a lack of surface water monitoring in relation to ISWs and that monitoring states ""could"" be set up. 
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no"
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,"Riparian Habitat: With the potential that riparian habitat exists along the San Luis Rey River within
the Pala and/or Pauma Subbasins, the existence of such habitat should be evaluated and, if such
habitat is found to exist within the subbasins, monitoring should be conducted to evaluate the
condition of such habitat and how that condition informs the sustainability goals and criteria in
the GSP.",Page 5-5 / 5.5,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs?"
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"6.3.3 Tier 3 Projects/Management Actions
• In-lieu groundwater recharge: In-lieu groundwater recharge refers to the “storing” of local groundwater by utilizing surface water “in-lieu” of groundwater pumping. This is already being implemented to an extent in the USLR Groundwater Subbasin through the supplementation of groundwater pumping with imported water. Through its membership in the San Diego County Water Authority (Water Authority), YMWD has access to 16 cfs of flow through the District's connection to the Water Authority's imported water infrastructure. YMWD then sells Colorado River and State Water Project (SWP) water within the subbasin (see Section 2.1.2.3). At any given time, YMWD can draw up to 16 cubic feet per second (cfs) from the imported water distribution system, depending on the adequacy of supply available to the Water Authority and its member agencies, which corresponds to approximately 11,583 acre-ft/yr. Recent imported water use in the basin over the last 5 years (Fiscal Year 2017 through 2021) is 5,127 acre-ft/yr, which is approximately only 44% of the potential maximum amount. Increasing imported water usage in the basin, as needed, will allow any exceedances to be addressed using an already established infrastructure and water supply system. In-lieu use of other supplemental water supplies (such as surface water from VID/City of Escondido) may also be explored. • Outreach to VID/City of Escondido/Rincon to explore potential supplemental water supplies for in-lieu use or managed recharge: The GSA is interested in exploring the feasibility of obtaining local surface water from VID/City of Escondido/Rincon to supplement water supply in the USLR Subbasin (through either in-lieu use or managed groundwater recharge). • Stormwater and/or dry weather capture: Stormwater and local runoff could be captured using in-channel or off-channel recharge basins to enhance infiltration and increase groundwater
recharge in the USLR Groundwater Subbasin. • Aquifer Storage and Recovery (ASR)/managed aquifer recharge: Surplus imported water could be recharged to increase groundwater storage when surplus water is available. This additional storage would help maintain groundwater levels above MOs and provide resiliency during drought periods. The additional recharge would also serve to increase sustainable yield, thereby increasing the volume of groundwater that can be pumped sustainably. Future agreements with VID/City of Escondido/Rincon could be explored for the possibility of allowing increased surface flow in the San Luis Rey River through the USLR Subbasin.",Page 6-7 / 6.3.3,"1. Are there projects that involve groundwater recharge? yes
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? To be implemented only if undesirable results occur and can not be mitigated with other Tier 1 and/or Tier 2 projects and management actions.
4. Are the projects implemented by the GSP or others? GSP & others (Not clear though)
5. If others, is the GSP coordinating with the others in implementation? No
"
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Somewhat,"Indirect recharge through decreased evapotranspiration: The Upper San Luis Rey Resource Conservation District (USLRRCD) already has agreements in place to remove Arundo – an invasive, non-native species of reed found in riparian areas – in the subbasin. It is estimated that approximately 40 acres of Arundo are present in Pauma Valley alone. Removal of this vegetation could save upwards of 200 acre-ft/yr of water19 that would otherwise be consumed by this high water use plant. Additional invasive plant species with high water use requirements (e.g., castor bean, tamarisk, etc.) could also be considered at later phases of this project.",Page 6-7 / 6.3.2,"If yes to projects:
1. Are the projects new, on-going or proposed? Tier 2 project, Begin process of implementing or conducting feasibility
study as needed in response to change in current basin status to avoid potential undesirable results.
2. Are the projects implemented by the GSP or others? Upper San Luis Rey Resource Conservation District (USLRRCD) 
3. If others, is the GSP coordinating with the others in implementation? No
"
